,country,ISO,year,population,GDP,inflation,unemployment,GDP_change,ConfirmedCases,ConfirmedDeaths,CasesPer1k,DeathsPer1k,PopulationVaccinated,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,GDP per Capita
78,Belize,BLZ,2020,394921.0,2080000000.0,0.12143464461496,,-411500000.0,10776.0,248.0,27.11523218801505,0.6240328120478592,0.0,72.89836363636364,62.837818181818186,64.5886909090909,50.59090909090909,5266.876160042135
79,Belize,BLZ,2021,400031.0,2491500000.0,3.23563659237067,10.1599998474121,,32840.0,602.0,81.56027488097514,1.4951061351506407,49.13,62.03216438356165,63.70449315068493,65.83328767123288,48.8013698630137,6228.26730928353
80,Benin,BEN,2018,11940683.0,14262408079.7014,0.644803622440778,1.47000002861023,-129278229.33160019,,,,,,,,,,1194.438214271445
81,Benin,BEN,2019,12290444.0,14391686309.033,-0.70502663454275,,-1259858899.8452988,,,,,,,,,,1170.965532980989
82,Benin,BEN,2020,12643123.0,15651545208.8783,3.02272119663756,,-1493373743.589901,3251.0,44.0,0.2535994783542197,0.003432290694428,0.0,47.19952727272727,47.46221818181819,47.48505454545455,47.31818181818182,1237.9492953503893
83,Benin,BEN,2021,12996895.0,17144918952.4682,1.73353962694033,,,24935.0,161.0,1.892691130493368,0.0122207047126301,9.88,40.46769863013699,47.03032876712329,46.35509589041096,51.74657534246575,1319.1549945173983
84,Bermuda,BMU,2018,63918.0,7225977000.0,,,-197488000.0,,,,,,,,,,113050.7368816296
85,Bermuda,BMU,2019,63911.0,7423465000.0,,,536318000.0,,,,,,,,,,116153.1661216379
86,Bermuda,BMU,2020,63893.0,6887147000.0,,,-399460000.0,604.0,10.0,9.41778151994262,0.1559235350983877,0.0,54.8522909090909,53.72334545454545,55.40509090909091,41.95454545454545,107791.88643513374
87,Bermuda,BMU,2021,63867.0,7286607000.0,,,,6420.0,110.0,99.94395665981692,1.7124353944828443,70.42,49.30435616438356,56.14353424657534,58.50841095890411,39.58904109589041,114090.3283385786
88,Bhutan,BTN,2018,762096.0,2446866404.93058,2.72396386183716,3.34999990463257,-88790664.12478971,,,,,,,,,,3210.7062691978176
89,Bhutan,BTN,2019,767459.0,2535657069.05537,2.72582104307304,2.72000002861023,210472587.6276698,,,,,,,,,,3303.964210538113
90,Bhutan,BTN,2020,772506.0,2325184481.4277,5.62999177986902,5.03000020980835,-214368503.2502699,670.0,0.0,0.8645072050869151,0.0,0.0,78.59443636363636,69.38661818181818,69.03901818181818,71.81818181818181,3009.9241707219103
91,Bhutan,BTN,2021,777486.0,2539552984.67797,7.34683859830958,4.80000019073486,,2660.0,3.0,3.410409441449296,0.0038463264377247,72.22,58.23676712328766,66.6894794520548,65.55761643835616,74.62328767123287,3266.3649051918233
92,Bolivia,BOL,2018,11606905.0,40287647930.4761,2.27205987230148,3.51999998092651,-607674913.3090057,,,,,,,,,,3471.006950644991
93,Bolivia,BOL,2019,11777315.0,40895322843.7851,1.83954504969032,3.6800000667572,4265479038.763504,,,,,,,,,,3472.3808307568493
94,Bolivia,BOL,2020,11936162.0,36629843805.0216,0.940742153381823,7.90000009536743,-3778364723.138298,160124.0,9165.0,13.332580625876252,0.7631154694871215,0.0,83.81730909090909,63.65730909090909,67.99672727272727,33.27272727272727,3068.812555076045
95,Bolivia,BOL,2021,12079472.0,40408208528.1599,0.737383721452315,5.09000015258789,,599753.0,19680.0,49.36658807012876,1.6198909438054234,37.58,33.68230136986301,45.28246575342465,43.95358904109589,54.58904109589041,3345.196588738307
96,Bosnia and Herzegovina,BIH,2018,3400129.0,20183510863.0054,1.41710814018026,18.3999996185303,-18968674.513896942,,,,,,,,,,5936.101501738729
97,Bosnia and Herzegovina,BIH,2019,3360711.0,20202479537.5193,0.562782154061303,15.6899995803833,252008366.87279892,,,,,,,,,,6011.370670527545
98,Bosnia and Herzegovina,BIH,2020,3318407.0,19950471170.6465,-1.05129600763481,15.8699998855591,-3414890464.573601,110985.0,4050.0,33.67425795115723,1.2288214146252807,0.0,57.09341818181819,47.032545454545456,51.89890909090909,12.954545454545457,6012.062767058562
99,Bosnia and Herzegovina,BIH,2021,3270943.0,23365361635.2201,1.98163900587616,14.8999996185303,,291313.0,13442.0,89.74398075196123,4.141039326318643,22.29,38.78657534246575,43.32627397260274,43.09290410958904,44.965753424657535,7143.310548432089
100,Botswana,BWA,2018,2451409.0,17031901441.1765,3.2380155894771,,335972648.6068001,,,,,,,,,,6947.800812176385
101,Botswana,BWA,2019,2499702.0,16695928792.5697,2.7728644286333,20.0900001525879,1765856333.9883003,,,,,,,,,,6679.167673814599
102,Botswana,BWA,2020,2546402.0,14930072458.5814,1.89035916824198,21.0200004577637,-2684718807.101,14805.0,42.0,5.762352861501528,0.0163471003163163,0.0,61.38603636363637,51.603418181818185,52.92978181818182,42.31818181818182,5863.203240722164
103,Botswana,BWA,2021,2588423.0,17614791265.6824,7.24097765588449,,,219509.0,2444.0,84.18102127525758,0.9372664264186412,39.31,50.62016438356165,51.89824657534247,58.027945205479455,8.972602739726028,6805.221273988988
104,Brazil,BRA,2018,210166592.0,1916947014067.55,3.66485028376724,12.3299999237061,43672581313.08008,,,,,,,,,,9121.083402577846
105,Brazil,BRA,2019,211782878.0,1873274432754.47,3.73297621216894,11.9399995803833,424714456536.28,,,,,,,,,,8845.25911841877
106,Brazil,BRA,2020,213196304.0,1448559976218.19,3.21176803803379,13.6999998092651,-160421480106.89014,7681032.0,195072.0,35.92159952057094,0.9122860393859594,0.0,74.89590976430976,62.77151245791246,65.04765656565657,46.84006734006734,6794.489158771673
107,Brazil,BRA,2021,214326223.0,1608981456325.08,8.30165975585676,13.1599998474121,,22291839.0,619334.0,103.76754312330849,2.882972892130216,79.46,58.43625773718924,53.29136478944698,58.25165296803653,18.569254185692543,7507.160970802346
108,British Virgin Islands,VGB,2018,30335.0,,,,,,,,,,,,,,
109,British Virgin Islands,VGB,2019,30610.0,,,,,,,,,,,,,,
110,British Virgin Islands,VGB,2020,30910.0,,,,,,,,,,,,,,
111,British Virgin Islands,VGB,2021,31122.0,,,,,,,,,,,,,,
112,Brunei Darussalam,BRN,2018,434274.0,13567351175.0315,1.02505179290213,8.69999980926514,97928216.52099991,,,,,,,,,,31241.453955409488
113,Brunei Darussalam,BRN,2019,438048.0,13469422958.5105,-0.390522069165492,6.59999990463257,1463597199.2875004,,,,,,,,,,30748.737486555125
114,Brunei Darussalam,BRN,2020,441725.0,12005825759.223,1.94031996607178,7.40999984741211,-2000743816.4570007,,,,,,,,,,27179.41198533703
115,Brunei Darussalam,BRN,2021,445373.0,14006569575.68,1.73341388450597,4.90999984741211,,,,,,,,,,,31449.07656207269
116,Bulgaria,BGR,2018,7025037.0,66363537115.2686,2.81454473824833,5.21000003814697,-2552338099.3851013,,,,,,,,,,9446.71709419731
117,Bulgaria,BGR,2019,6975761.0,68915875214.6537,3.10372944796774,4.23000001907349,-1324399795.542694,,,,,,,,,,9879.33434282707
118,Bulgaria,BGR,2020,6934015.0,70240275010.1964,1.67244096855762,5.11999988555908,-13816037724.112503,202266.0,7576.0,29.152879298322283,1.0919393944809783,0.0,48.40527272727273,46.90378181818182,43.96007272727273,67.5,10129.812959763773
119,Bulgaria,BGR,2021,6877743.0,84056312734.3089,3.29774435299511,5.26999998092651,,747108.0,30955.0,109.32827559503228,4.52980930607653,28.24,48.39558904109589,55.910493150684935,53.5025205479452,72.77397260273973,12221.496606417091
120,Burkina Faso,BFA,2018,20392723.0,15890065019.7634,1.95594302672532,4.69000005722046,-288097010.30600166,,,,,,,,,,779.2027097000924
121,Burkina Faso,BFA,2019,20951639.0,16178162030.0694,-3.23338933983321,,-1755444323.108101,,,,,,,,,,772.1668949178344
122,Burkina Faso,BFA,2020,21522626.0,17933606353.1775,1.88443993781985,,-1804008761.1885986,6707.0,85.0,0.3074721321003336,0.0038966946814564,0.0,37.18189090909091,34.106181818181824,38.98323636363636,0.0,833.2443426363261
123,Burkina Faso,BFA,2021,22100683.0,19737615114.3661,3.65353287214207,,,17632.0,318.0,0.7875644854155849,0.0142040328018464,2.86,19.65,30.559726027397264,31.628931506849312,23.08219178082192,893.0771557768645
124,Burundi,BDI,2018,11493472.0,2660123597.70762,-2.8146980766847,,83604751.31762028,,,,,,,,,,231.44647654839375
125,Burundi,BDI,2019,11874838.0,2576518846.39,-0.686772170797229,,-73153152.47192001,,,,,,,,,,216.9729680851225
126,Burundi,BDI,2020,12220227.0,2649671998.86192,7.32110643415513,1.02999997138977,-130141490.16254997,818.0,2.0,0.0660393413633297,0.0001614653823064,0.0,13.904036363636363,15.2688,16.468763636363636,6.863636363636363,216.8267413413777
127,Burundi,BDI,2021,12551213.0,2779813489.02447,8.4045384507634,,,27366.0,38.0,2.152113854576997,0.0029883916711951,0.03,16.0901095890411,18.83328767123288,17.687616438356162,26.84931506849315,221.47767622336343
128,Cambodia,KHM,2018,16025238.0,24571753583.4922,2.45908515380133,,-2517636203.486801,,,,,,,,,,1533.3159846669485
129,Cambodia,KHM,2019,16207746.0,27089389786.979,1.94257500833109,0.5,1216591774.7851982,,,,,,,,,,1671.3853849251464
130,Cambodia,KHM,2020,16396860.0,25872798012.1938,2.94029514263973,,-1088263107.6018982,378.0,0.0,0.0229126444519486,0.0,0.0,55.0164,43.05876363636364,44.8292,30.681818181818183,1577.9117472609878
131,Cambodia,KHM,2021,16589023.0,26961061119.7957,2.9207347759295,,,120493.0,3012.0,7.223538521322307,0.1805689793284488,81.46,71.35457534246575,61.13572602739726,68.41594520547945,10.17123287671233,1625.2350195545391
132,Cameroon,CMR,2018,25076747.0,39973839064.6084,1.0742994515814,,302861731.8735962,,,,,,,,,,1594.0599897031461
133,Cameroon,CMR,2019,25782341.0,39670977332.7348,2.45280214062733,,-1102264198.5046997,,,,,,,,,,1538.6879466350554
134,Cameroon,CMR,2020,26491087.0,40773241531.2395,2.43760882182242,,-4565041813.577995,26277.0,448.0,0.9788398931288768,0.0166883689965268,0.0,53.01225454545454,43.61301818181818,47.12872727272727,19.0,1539.1305585625648
135,Cameroon,CMR,2021,27198628.0,45338283344.8175,2.27185762503631,,,109367.0,1851.0,3.96944535705518,0.0671815388180085,2.36,31.25909589041096,28.89093150684932,33.020219178082186,0.0,1666.9327344312183
136,Canada,CAN,2018,37065084.0,1725329192783.02,2.268225672481,5.82999992370605,-16685852699.29004,,,,,,,,,,46548.63841082945
137,Canada,CAN,2019,37601230.0,1742015045482.31,1.94926902411596,5.65999984741211,96591637913.94995,,,,,,,,,,46328.67184084962
138,Canada,CAN,2020,38037204.0,1645423407568.36,0.716999632307852,9.46000003814697,-342912924149.0598,590249.0,15736.0,15.525033181937811,0.4138963761920365,0.0,65.80587272727273,62.31927012987013,62.06107272727273,64.12337662337663,43258.26387156007
139,Canada,CAN,2021,38246108.0,1988336331717.42,3.39519318527532,7.46000003814697,,2223735.0,30320.0,58.07484640062536,0.7918341631835453,85.9,58.35503522504892,60.29037964774952,64.32269080234833,32.06213307240704,51987.93905297292
140,Cape Verde,CPV,2018,571202.0,1966501117.61028,1.25699566690509,12.1700000762939,-15344623.095870018,,,,,,,,,,3442.7420030221883
141,Cape Verde,CPV,2019,577030.0,1981845740.70615,1.1066667429606,11.289999961853,278147064.0087302,,,,,,,,,,3434.5627449286
142,Cape Verde,CPV,2020,582640.0,1703698676.69742,0.60579580839551,,-232475366.7555101,11840.0,113.0,20.22731815487224,0.1930478844172772,0.0,72.57898181818182,69.09563636363636,68.25156363636364,75.0,2924.1018067716254
143,Cape Verde,CPV,2021,587925.0,1936174043.45293,1.86215297494637,,,41732.0,352.0,70.6719525557025,0.5961019673058392,43.15,53.88331506849315,55.65934246575343,56.13794520547945,52.2945205479452,3293.2330543061275
144,Cayman Islands ,CYM,2018,64884.0,5530377535.1014,,,-413211568.46273994,,,,,,,,,,85234.84272087726
145,Cayman Islands ,CYM,2019,66134.0,5943589103.56414,,,334599903.9961605,,,,,,,,,,89871.91313944627
146,Cayman Islands ,CYM,2020,67311.0,5608989199.56798,,,-289460488.4091301,,,,,,,,,,83329.4587744645
147,Cayman Islands ,CYM,2021,68136.0,5898449687.97711,,,,,,,,,,,,,86568.76963686025
148,Central African Republic,CAF,2018,5094780.0,2220978978.17342,1.61215686991555,,-322422.5512599945,,,,,,,,,,435.9322636450288
149,Central African Republic,CAF,2019,5209324.0,2221301400.72468,2.68537355266785,,-105419519.8675499,,,,,,,,,,426.4087625812255
150,Central African Republic,CAF,2020,5343020.0,2326720920.59223,1.71015659523149,,-189777378.41988993,4963.0,63.0,0.9166950805816164,0.0116364678776227,0.0,50.67701818181818,40.88541818181818,41.65589090909091,35.5,435.46925158285575
151,Central African Republic,CAF,2021,5457154.0,2516498299.01212,4.25936417542871,,,12163.0,101.0,2.211335937436083,0.0183626514577854,6.0,16.270712328767125,19.227123287671237,21.82813698630137,1.0273972602739727,461.137490166508
152,Chad,TCD,2018,15604210.0,11239167048.4916,4.27462198610544,1.12999999523163,-75784294.28910065,,,,,,,,,,720.2650469643513
153,Chad,TCD,2019,16126866.0,11314951342.7807,-0.971939175419353,,599555207.3639011,,,,,,,,,,701.6212165947619
154,Chad,TCD,2020,16644701.0,10715396135.4168,4.46414437232863,,-1064584666.3675003,2113.0,104.0,0.1249540366658785,0.0061501276920262,0.0,70.62098181818182,56.88756363636364,58.87189090909091,43.0,643.77222128633
155,Chad,TCD,2021,17179740.0,11779980801.7843,-0.772844370359128,,,5703.0,181.0,0.3268333067610539,0.0103729315314309,0.46,30.004575342465756,38.43178082191781,39.48923287671233,31.02739726027397,685.6902841244571
156,Chile,CHL,2018,18701450.0,295402652037.155,2.43488981353058,7.21000003814697,16817918934.14502,,,,,,,,,,15795.708463095376
157,Chile,CHL,2019,19039485.0,278584733103.01,2.55754475703323,7.26999998092651,25857539392.992004,,,,,,,,,,14631.946877922906
158,Chile,CHL,2020,19300315.0,252727193710.018,3.04549084804331,10.9399995803833,-64331314941.742004,608973.0,16608.0,31.40016771217361,0.8563499290835216,0.0,82.90167272727273,76.12523636363636,76.25225454545455,75.22727272727273,13094.459531360913
159,Chile,CHL,2021,19493184.0,317058508651.76,4.52456838259136,9.27999973297119,,1806494.0,39115.0,92.2036819530484,1.9964345409359168,84.41,64.63060273972603,68.66254794520547,70.25019178082192,57.53424657534247,16265.095976714732
