,country,ISO,year,population,GDP,inflation,unemployment,GDP_change,ConfirmedCases,ConfirmedDeaths,CasesPer1k,DeathsPer1k,PopulationVaccinated,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
638,Rwanda,RWA,2020,13146362.0,10184345442.1708,9.85039902274209,11.8299999237061,-886011077.3096008,8383.0,92.0,0.6300453229788344,0.006914490005255,0.0,73.71694545454545,69.5030909090909,70.69236363636364,61.18181818181818
639,Rwanda,RWA,2021,13461888.0,11070356519.4804,-0.391346748300792,15.789999961853,,111786.0,1350.0,8.208463515822693,0.0991307117739308,39.45,60.95657534246576,60.69186301369863,63.418273972602734,41.60958904109589
644,Saint Lucia,LCA,2018,177888.0,2057067919.33041,1.93561893150608,19.0799999237061,-37133805.8441,,,,,,,,,
645,Saint Lucia,LCA,2019,178583.0,2094201725.17451,0.539087559191731,15.3199996948242,578186006.4396,,,,,,,,,
646,Saint Lucia,LCA,2020,179237.0,1516015718.73491,-1.75580833517596,20.3899993896484,-175259437.86528993,,,,,,,,,
647,Saint Lucia,LCA,2021,179651.0,1691275156.6002,2.41070312174385,19.5200004577637,,,,,,,,,,
660,San Marino,SMR,2018,34156.0,1655300872.53427,,7.82999992370605,39112170.19022012,,,,,,,,,
661,San Marino,SMR,2019,34178.0,1616188702.34405,,7.53999996185303,74984364.55240989,,,,,,,,,
662,San Marino,SMR,2020,34007.0,1541204337.79164,,7.23000001907349,,2333.0,59.0,68.97877121400272,1.744426704511856,0.0,47.353381818181816,49.26294545454545,47.02574545454545,64.9090909090909
663,San Marino,SMR,2021,33745.0,,,6.34000015258789,,8202.0,100.0,243.60687873117703,2.970091181799281,64.19,52.433424657534246,60.18230136986302,58.06323287671233,75.0
668,Saudi Arabia,SAU,2018,35018133.0,816578674529.141,2.45814158007533,6.03000020980835,12962409738.116943,,,,,,,,,
669,Saudi Arabia,SAU,2019,35827362.0,803616264791.024,-2.09333333333333,5.6399998664856,100248423568.469,,,,,,,,,
670,Saudi Arabia,SAU,2020,35997107.0,703367841222.555,3.44545825956691,7.65999984741211,-130173395346.75989,362741.0,6223.0,10.142561112928414,0.1740006169849934,0.0,68.85752727272727,65.2856,65.85443636363637,61.31818181818182
671,Saudi Arabia,SAU,2021,35950396.0,833541236569.315,3.06328988941548,6.61999988555908,,556236.0,8877.0,15.392614530368435,0.2456515565085334,63.67,53.47643835616439,59.682136986301366,62.46027397260274,40.23972602739726
672,Senegal,SEN,2018,15574909.0,23116897847.0474,0.46098564246427,3.5699999332428,-281913576.5305977,,,,,,,,,
673,Senegal,SEN,2019,16000781.0,23398811423.578,1.75856517595659,2.85999989509583,-1094346159.6502,,,,,,,,,
676,Serbia,SRB,2018,6982604.0,50640650221.4622,1.95984076293803,12.7299995422363,-873572160.3806,,,,,,,,,
677,Serbia,SRB,2019,6945235.0,51514222381.8428,1.8492298451109,10.3900003433228,-1842258071.9620056,,,,,,,,,
678,Serbia,SRB,2020,6899126.0,53356480453.8048,1.57553290083409,9.01000022888184,-9725567196.047997,337923.0,3211.0,46.08912831600233,0.4379464878764791,0.0,58.724945454545455,53.69527272727273,53.99625454545454,51.59090909090909
679,Serbia,SRB,2021,6834326.0,63082047649.8528,4.08510285335103,10.0600004196167,,1299339.0,12714.0,178.93310157512312,1.7508559763280525,46.68,44.48446575342466,57.362986301369865,55.71487671232877,68.9041095890411
680,Seychelles,SYC,2018,96762.0,1636312009.83387,3.70291839111564,3.52999997138977,-48061480.364439964,,,,,,,,,
681,Seychelles,SYC,2019,97625.0,1684373490.19831,2.07476436485001,2.97000002861023,423174966.08738995,,,,,,,,,
682,Seychelles,SYC,2020,98462.0,1261198524.11092,8.27685811437228,4.30999994277954,-193259659.74889016,226.0,0.0,2.1309898730835237,0.0,0.0,37.333636363636366,39.03785454545454,39.25436363636364,37.5
684,Sierra Leone,SLE,2018,7861281.0,4085114794.22324,16.0295447693699,3.19000005722046,8536251.661170006,,,,,,,,,
689,Singapore,SGP,2019,5703569.0,375472731271.075,0.565260568780358,3.09999990463257,30176797372.401,,,,,,,,,
690,Singapore,SGP,2020,5685807.0,345295933898.674,-0.181916666666656,4.09999990463257,-51690965989.677,58599.0,29.0,9.888090553506284,0.0048935071597071,0.0,60.35461818181818,66.66705454545455,63.115781818181816,91.54545454545456
691,Singapore,SGP,2021,5453566.0,396986899888.351,2.30485959040487,3.53999996185303,,279405.0,828.0,46.91229756841157,0.1390217869638867,83.1,49.17161643835616,69.32071232876713,64.93791780821918,100.0
692,Slovakia,SVK,2018,5446771.0,106137924015.593,2.51403712883808,6.53999996185303,417569027.05200195,,,,,,,,,
693,Slovakia,SVK,2019,5454147.0,105720354988.541,2.66456133425443,5.76000022888184,-976473637.0090027,,,,,,,,,
694,Slovakia,SVK,2020,5458827.0,106696828625.55,1.9369412669422,6.71999979019165,-9830272472.149994,,,,,,,,,
695,Slovakia,SVK,2021,5447247.0,116527101097.7,3.14960629921263,6.8899998664856,,,,,,,,,,
696,Slovenia,SVN,2018,2073894.0,54177882425.8431,1.73860861988181,5.13000011444092,-153706056.4626999,,,,,,,,,
697,Slovenia,SVN,2019,2088385.0,54331588482.3058,1.63052260754338,4.44999980926514,624788438.6216049,,,,,,,,,
698,Slovenia,SVN,2020,2102419.0,53706800043.6842,-0.0548568157606067,4.98999977111816,-8041786491.183006,122152.0,2697.0,57.64524334247273,1.27275215546736,0.0,61.37796363636363,60.0084,58.827709090909096,68.27272727272727
699,Slovenia,SVN,2021,2108079.0,61748586534.8672,1.91706506089267,4.73999977111816,,464048.0,5589.0,218.91235401259277,2.636583169362611,56.09,54.59109589041096,61.13304109589041,60.18054794520548,67.8082191780822
705,Somalia,SOM,2019,15981300.0,6485000000.0,,18.8299999237061,-398000000.0,,,,,,,,,
708,South Africa,ZAF,2018,57339635.0,404159690890.846,4.51716522786587,24.2199993133545,15627736780.242004,,,,,,,,,
709,South Africa,ZAF,2019,58087055.0,388531954110.604,4.12024587014984,25.5400009155273,50912273972.109985,,,,,,,,,
710,South Africa,ZAF,2020,58801927.0,337619680138.494,3.21003597454107,24.3400001525879,-81395338233.393,1057161.0,28469.0,17.876258651205806,0.4814017992918562,0.0,67.70018181818182,68.77996363636363,69.65654545454545,62.63636363636363
711,South Africa,ZAF,2021,59392255.0,419015018371.887,4.61167217803201,28.7700004577637,,3458286.0,91145.0,57.97940543331746,1.5280786228263712,26.44,52.71443835616439,61.93958904109589,62.44054794520548,58.42465753424658
716,Spain,ESP,2018,46797754.0,1421702715218.04,1.67498136863794,15.25,27382660088.630127,,,,,,,,,
717,Spain,ESP,2019,47134837.0,1394320055129.41,0.699518994458693,14.1000003814697,117357369481.15991,,,,,,,,,
718,Spain,ESP,2020,47365655.0,1276962685648.25,-0.322753017299705,15.5299997329712,-150417995646.30005,1928265.0,50837.0,40.6827045892139,1.0725634978604428,0.0,67.84949090909092,62.69436363636364,59.19545454545455,87.18181818181819
719,Spain,ESP,2021,47415750.0,1427380681294.55,3.09313511976406,14.7799997329712,,6294745.0,89405.0,132.30866855514552,1.879195505484779,79.63,55.43775342465753,61.97139726027397,58.32334246575343,87.5
720,Sri Lanka,LKA,2018,21670000.0,94493847351.6433,2.13503773713198,4.32000017166138,5478856559.73819,,,,,,,,,
721,Sri Lanka,LKA,2019,21803000.0,89014990791.9051,3.52839358231809,4.67000007629395,3665878620.945709,,,,,,,,,
722,Sri Lanka,LKA,2020,21919000.0,85349112170.9594,6.15394508391743,5.3600001335144,-3578151553.899811,43299.0,204.0,1.9910335206281584,0.009380605515327,0.0,55.95309090909091,55.74636363636364,57.39807272727273,44.18181818181818
736,Sweden,SWE,2018,10175214.0,555455371487.089,1.95353530127029,6.3600001335144,21575842298.63501,,,,,,,,,
737,Sweden,SWE,2019,10278887.0,533879529188.454,1.78415097403832,6.82999992370605,-13174645047.421997,,,,,,,,,
738,Sweden,SWE,2020,10353442.0,547054174235.876,0.497367318853562,8.28999996185303,-88609626965.88904,437379.0,8727.0,41.98895504978868,0.8378033941261601,0.0,60.6596,53.4132,53.830290909090905,50.5
739,Sweden,SWE,2021,10415811.0,635663801201.765,2.16319736447149,8.72000026702881,,1314784.0,15310.0,125.00716651189536,1.4556457329090695,69.19,46.20890410958904,47.21010958904109,48.079068493150686,41.13013698630137
740,Switzerland,CHE,2018,8514329.0,725568717468.001,0.936335464113605,4.71000003814697,4199604741.2769775,,,,,,,,,
741,Switzerland,CHE,2019,8575280.0,721369112726.724,0.362886179940635,4.3899998664856,-18544507070.720947,,,,,,,,,
742,Switzerland,CHE,2020,8638167.0,739913619797.445,-0.725874933313391,4.82000017166138,-60726535589.81506,452296.0,7873.0,52.16315228303748,0.907990559112515,0.0,50.45963636363636,51.40058181818182,52.90661818181818,40.86363636363637
743,Switzerland,CHE,2021,8703405.0,800640155387.26,0.581814168489875,5.09999990463257,,1332615.0,12217.0,152.96283823105048,1.4023157436084268,66.71,48.594684931506855,55.28493150684932,57.82463013698631,37.5
754,"Tanzania, United Republic of",TZA,2020,61704518.0,62409709110.9538,3.29029062798326,2.77999997138977,-5431340082.431702,,,,,,,,,
756,Thailand,THA,2018,71127802.0,506754616189.315,1.06389754183022,0.769999980926514,-37326439995.38202,,,,,,,,,
757,Thailand,THA,2019,71307763.0,544081056184.697,0.70672860131428,0.720000028610229,44399299153.729004,,,,,,,,,
758,Thailand,THA,2020,71475664.0,499681757030.968,-0.845937147357037,1.10000002384186,-6265280067.455994,6884.0,61.0,0.0961963657924102,0.0008524082384278,0.0,57.33290909090909,57.52309090909091,52.531090909090906,92.45454545454544
759,Thailand,THA,2021,71601103.0,505947037098.424,1.23039541318382,1.21000003814697,,2223435.0,21698.0,31.03611404153232,0.3028744273941753,64.6,55.54205479452055,57.871753424657534,56.03994520547945,70.68493150684931
763,Timor-Leste,TLS,2021,1320942.0,3621222382.15929,,2.33999991416931,,19837.0,122.0,14.896579276205124,0.091615802374201,39.74,58.471589041095896,55.79019178082192,57.65438356164383,42.73972602739726
768,Tonga,TON,2018,105150.0,488903272.859878,5.03209691984875,2.25,-23154476.160766006,,,,,,,,,
771,Tonga,TON,2021,106017.0,469231309.539488,5.64051140636751,2.10999989509583,,1.0,0.0,0.0093985845731632,0.0,52.99,46.01542465753425,36.556493150684936,41.78128767123288,0.0
773,Trinidad and Tobago,TTO,2019,1519955.0,23849557811.8957,1.00054293027224,3.51999998092651,2790128960.407398,,,,,,,,,
774,Trinidad and Tobago,TTO,2020,1518147.0,21059428851.4883,0.598986330824747,4.21000003814697,-3400767419.1982994,7150.0,127.0,4.696550301695882,0.0834212431210317,0.0,72.77450909090908,61.86890909090909,66.80567272727274,27.318181818181817
775,Trinidad and Tobago,TTO,2021,1525663.0,24460196270.6866,2.05922746915452,4.44999980926514,,91899.0,2869.0,60.10666269003461,1.8764732506089217,43.68,72.47964383561644,64.45079452054794,70.31189041095891,23.42465753424657
776,Tunisia,TUN,2018,11933041.0,42685972269.4473,7.3075917603165,15.460000038147,779858583.5149002,,,,,,,,,
777,Tunisia,TUN,2019,12049314.0,41906113685.9324,6.72007532863804,15.1300001144409,-631718770.332695,,,,,,,,,
780,Turkey,TUR,2018,82809304.0,778471900960.981,16.3324638988929,10.8900003433228,18534510464.31201,,,,,,,,,
781,Turkey,TUR,2019,83481684.0,759937390496.669,15.1768215720023,13.6700000762939,39648022163.477905,,,,,,,,,
782,Turkey,TUR,2020,84135428.0,720289368333.191,12.2789574462574,13.1099996566772,-98745814596.39392,2208652.0,20881.0,26.15052806460077,0.2472318756041824,0.0,65.87243636363637,65.96752727272727,63.94465454545454,80.13636363636364
783,Turkey,TUR,2021,84775404.0,819035182929.585,19.5964926913323,11.9700002670288,,9482550.0,82361.0,111.43927629171247,0.9679095005733408,60.47,55.527232876712326,55.9507397260274,59.43380821917808,31.575342465753423
799,Uganda,UGA,2021,45853778.0,40529789025.5702,2.20457204757416,12.2799997329712,,140737.0,3294.0,3.0211318228797635,0.0707106746951117,2.98,63.78145205479452,54.79298630136986,61.1618904109589,10.205479452054794
800,Ukraine,UKR,2018,44622518.0,130891049796.879,10.9518559353179,8.80000019073486,-22991932219.402008,,,,,,,,,
801,Ukraine,UKR,2019,44386203.0,153882982016.281,7.8867174561113,8.1899995803833,-2734879432.294983,,,,,,,,,
802,Ukraine,UKR,2020,44132049.0,156617861448.576,2.7324920941942,9.47999954223633,-43467676295.778015,1086997.0,19281.0,24.85778199367737,0.4409238430465708,0.0,64.59145454545455,60.36869090909091,63.63487272727273,37.5
803,Ukraine,UKR,2021,43792855.0,200085537744.354,9.36313917695229,9.82999992370605,,3847226.0,102088.0,88.78035465933561,2.35582958902395,34.65,55.13791780821918,55.798986301369865,58.56060273972602,36.47260273972603
804,United Arab Emirates,ARE,2018,9140169.0,427049432149.345,3.06863379251994,2.24000000953674,9059710414.850952,,,,,,,,,
805,United Arab Emirates,ARE,2019,9211657.0,417989721734.494,-1.93108114782171,2.32999992370605,68516706397.55499,,,,,,,,,
806,United Arab Emirates,ARE,2020,9287289.0,349473015336.939,-2.0794031794094,4.28999996185303,-65548575346.066956,207822.0,669.0,22.281695734160976,0.0717270281594523,0.0,61.68196363636364,59.3886909090909,60.72821818181818,50.0
807,United Arab Emirates,ARE,2021,9365145.0,415021590683.006,,3.10999989509583,,761937.0,2164.0,81.0290174865932,0.2301329294167204,95.96,51.08317808219178,57.52205479452054,60.26997260273973,38.28767123287671
808,United Kingdom,GBR,2018,66460344.0,2878152147315.82,2.29283990345939,4.0,21094299362.799805,,,,,,,,,
809,United Kingdom,GBR,2019,66836327.0,2857057847953.02,1.73810460086511,3.74000000953674,152448687864.87012,,,,,,,,,
812,United States of America,USA,2018,326838199.0,20533057312000.0,2.44258329692818,3.90000009536743,-847918807000.0,,,,,,,,,
813,United States of America,USA,2019,328329953.0,21380976119000.0,1.81221007526015,3.67000007629395,320502506000.0,,,,,,,,,
814,United States of America,USA,2020,331501080.0,21060473613000.0,1.23358439630637,8.05000019073486,-2254606947000.0,,,,,,,,,
815,United States of America,USA,2021,331893745.0,23315080560000.0,4.69785886363739,5.34999990463257,,,,,,,,,,
816,Uruguay,URY,2018,3427042.0,64515038268.1373,7.60653360377044,8.34000015258789,3283888387.5515976,,,,,,,,,
817,Uruguay,URY,2019,3428409.0,61231149880.5857,7.88198870879622,8.72999954223633,7670394833.969498,,,,,,,,,
818,Uruguay,URY,2020,3429086.0,53560755046.6162,9.75640636078191,10.3299999237061,-5758729664.036499,19119.0,181.0,5.57421174132672,0.0527711870484929,0.0,49.68010909090909,53.33592727272727,50.026,76.5
819,Uruguay,URY,2021,3426260.0,59319484710.6527,7.74791402314763,9.28999996185303,,413383.0,6170.0,120.77980095348092,1.802714121971579,78.27,56.92843835616439,59.29945205479452,60.7598904109589,49.07534246575342
820,Uzbekistan,UZB,2018,32956100.0,52633143808.1824,17.5241796514055,9.35000038146973,-7274530219.285194,,,,,,,,,
821,Uzbekistan,UZB,2019,33580350.0,59907674027.4676,14.5257359560686,8.97999954223633,13368674.572097778,,,,,,,,,
822,Uzbekistan,UZB,2020,34232050.0,59894305352.8955,12.8677297362606,5.28999996185303,-9344597753.278297,77060.0,614.0,2.279217446986604,0.0181603881709028,0.0,60.79658181818182,56.17792727272728,57.058,50.0
825,Vanuatu,VUT,2019,304404.0,936526267.622513,2.76252019386107,5.44000005722046,39646392.42750502,,,,,,,,,
830,Venezuela (Bolivarian Republic),VEN,2020,28490453.0,,,7.53000020980835,,,,,,,,,,
832,Viet Nam,VNM,2018,94914330.0,310106472642.968,3.53962805942641,1.1599999666214,-24258784793.789978,,,,,,,,,
833,Viet Nam,VNM,2019,95776716.0,334365257436.758,2.79582367452244,1.67999994754791,-12250493227.625977,,,,,,,,,
834,Viet Nam,VNM,2020,96648685.0,346615750664.384,3.22093436652514,2.09999990463257,-19521839936.315002,,,,,,,,,
835,Viet Nam,VNM,2021,97468029.0,366137590600.699,1.83471554810462,2.38000011444092,,,,,,,,,,
844,Zambia,ZMB,2018,17835893.0,26311590296.7021,7.49457192728511,5.03000020980835,3002922515.4762993,,,,,,,,,
845,Zambia,ZMB,2019,18380477.0,23308667781.2258,9.15031644316299,5.53999996185303,5198036422.914398,,,,,,,,,
846,Zambia,ZMB,2020,18927715.0,18110631358.3114,15.7325851421273,6.03000020980835,-4037003369.046997,20725.0,388.0,1.0793982993786833,0.0202077944588144,0.0,47.74312727272727,43.44101818181819,46.07832727272727,25.0
847,Zambia,ZMB,2021,19473125.0,22147634727.3584,22.0212342935964,5.19999980926514,,254274.0,3734.0,12.877411824263037,0.1891040993251303,6.08,41.46079452054795,40.14317808219178,43.3686301369863,17.568493150684933
849,Zimbabwe,ZWE,2019,15354608.0,21832234925.5021,255.304990757856,7.36999988555908,322536519.3905029,,,,,,,,,
