,Country,CountryCode,Year,Population,ConfirmedCases,ConfirmedDeaths,CasesPer1k,DeathsPer1k,PopulationVaccinated,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
149,Dominican Republic,DOM,2022,11281.875,655540.0,4384.0,58.105589718021164,0.38858788986759735,54.07,11.384027397260274,23.00021917808219,26.289342465753425,0.0
150,Ecuador,ECU,2020,17690.028,212512.0,14034.0,12.01309573958843,0.7933283090337676,0.0,71.54287272727274,65.70698181818183,64.37825454545455,75.0
151,Ecuador,ECU,2021,17905.446,549418.0,33681.0,30.684407414369907,1.8810478108168878,70.5,63.15,67.23197260273973,66.12232876712329,75.0
152,Ecuador,ECU,2022,18096.554,1040463.0,35940.0,57.495089949169326,1.9860134697467817,78.97,25.86567123287671,46.20767123287671,44.294301369863014,59.58904109589041
153,Egypt,EGY,2020,108391.549,138062.0,7631.0,1.2737339882466299,0.07040216760810383,0.0,75.87665454545456,67.15934545454546,66.3693090909091,72.68181818181819
154,Egypt,EGY,2021,110132.806,385575.0,21752.0,3.5010004194390545,0.19750699895905677,18.58,44.260438356164386,49.79043835616438,46.187013698630146,75.0
155,Egypt,EGY,2022,111847.4,515645.0,24801.0,4.610254686295793,0.22173962023256688,36.12,25.70676712328767,35.98060273972603,36.089287671232874,35.205479452054796
156,El Salvador,SLV,2020,6304.54,46242.0,1327.0,7.33471434870744,0.21048323906264374,0.0,76.03992727272727,66.34334545454546,65.55101818181818,71.9090909090909
157,El Salvador,SLV,2021,6323.795,121945.0,3824.0,19.283515673737053,0.6047001839876214,65.6,33.87361643835616,41.6032602739726,42.027726027397264,38.63013698630137
158,El Salvador,SLV,2022,6348.989,201785.0,4230.0,31.78222548503392,0.6662478073280644,68.56,26.699561643835615,32.47712328767123,37.11605479452055,0.0
159,Eritrea,ERI,2020,3588.083,1320.0,3.0,0.367884466440715,0.000836101060092534,,,,,
160,Eritrea,ERI,2021,3652.541,8011.0,76.0,2.19326764572937,0.020807432414858586,,,,,
161,Eritrea,ERI,2022,3715.522,10189.0,103.0,2.7422795504911557,0.027721542222061933,,,,,
162,Estonia,EST,2020,1329.802,27990.0,229.0,21.048246280273304,0.1722060878236008,0.01,44.564690909090906,43.36792727272727,41.37229090909091,57.31818181818182
163,Estonia,EST,2021,1327.6,241408.0,1932.0,181.83790298282617,1.4552576077131667,61.47,38.15901369863014,44.430027397260275,46.20863013698631,31.986301369863014
164,Estonia,EST,2022,1324.524,611891.0,2854.0,461.9704890209615,2.1547363430183224,63.96,21.583041095890408,38.48906849315068,35.291534246575345,60.89041095890411
165,Eswatini,SWZ,2020,1187.088,9358.0,205.0,7.883156092892861,0.17269149380669335,0.0,69.72770909090909,52.66541818181818,55.953345454545456,29.636363636363637
166,Eswatini,SWZ,2021,1197.454,66109.0,1303.0,55.20796623502866,1.0881420079602224,25.07,60.916356164383565,61.7346301369863,66.5818904109589,27.80821917808219
167,Eswatini,SWZ,2022,1205.887,74021.0,1422.0,61.38303174343865,1.1792149679032944,28.47,28.589835616438354,36.84172602739726,42.10383561643835,0.0
