,country,ISO,region,north_south,year,population,GDP,inflation,unemployment,GDP Per Capita
246,Eritrea,ERI,Africa,Global South,2019,3498818,,,,
247,Eritrea,ERI,Africa,Global South,2018,3445374,,,,
248,Estonia,EST,Europe,Global North,2021,1330932,37191166151.98,4.65316673847481,6.17999982833862,27943.70121988201
249,Estonia,EST,Europe,Global North,2020,1329522,31370395572.7658,-0.444531097679859,6.80000019073486,23595.243683644047
250,Estonia,EST,Europe,Global North,2019,1326898,31081901909.2156,2.27725931243518,4.44999980926514,23424.484707351734
251,Estonia,EST,Europe,Global North,2018,1321977,30624720196.229,3.43632688420445,5.36999988555908,23165.84947864373
252,Ethiopia,ETH,Africa,Global South,2021,120283026,111271112329.975,26.8395221557722,3.9300000667572,925.0774280485346
253,Ethiopia,ETH,Africa,Global South,2020,117190911,107657734392.446,20.3563468559061,,918.6525940774195
254,Ethiopia,ETH,Africa,Global South,2019,114120594,95912590628.1412,15.8096321719345,,840.4494514648355
255,Ethiopia,ETH,Africa,Global South,2018,111129438,84269348327.3454,13.8330356586661,,758.2990595826229
256,Faroe Islands,FRO,Europe,Global North,2021,52889,3649886275.07118,,,69010.30980111516
257,Faroe Islands,FRO,Europe,Global North,2020,52415,3248696901.60652,,,61980.29002397253
258,Faroe Islands,FRO,Europe,Global North,2019,51681,3275706960.14634,,,63383.19614841702
259,Faroe Islands,FRO,Europe,Global North,2018,50955,3188610521.64824,,,62576.989925389855
260,Fiji,FJI,Asia & Pacific,Global South,2021,924610,4296304590.01135,0.155855722131493,,4646.61272321449
261,Fiji,FJI,Asia & Pacific,Global South,2020,920422,4477040340.45226,-2.5952432588737,,4864.117046802728
262,Fiji,FJI,Asia & Pacific,Global South,2019,918465,5481675173.38011,1.7731018246027,,5968.300559498848
263,Fiji,FJI,Asia & Pacific,Global South,2018,918996,5581371847.61641,4.08147637644538,,6073.336388424335
264,Finland,FIN,Europe,Global North,2021,5541017,297301883523.251,2.19457432339993,7.6100001335144,53654.750296425904
265,Finland,FIN,Europe,Global North,2020,5529543,271891788362.647,0.290554555653313,7.76000022888184,49170.752151244145
266,Finland,FIN,Europe,Global North,2019,5521606,268514916972.549,1.02409392963429,6.69000005722046,48629.858228303325
267,Finland,FIN,Europe,Global North,2018,5515525,275708001767.843,1.08382098409299,7.3600001335144,49987.626158496794
268,France,FRA,Europe,Global North,2021,67749632,2957879759263.52,1.64233141038392,7.8600001335144,43658.97897812227
269,France,FRA,Europe,Global North,2020,67571107,2639008701648.26,0.476498852725083,8.01000022888184,39055.28292807545
270,France,FRA,Europe,Global North,2019,67388001,2728870246705.88,1.10825492288292,8.40999984741211,40494.89829362767
271,France,FRA,Europe,Global North,2018,67158348,2790956878746.66,1.85081508315494,9.02000045776367,41557.854858887535
272,French Polynesia,PYF,Asia & Pacific,Global South,2021,304032,6054676735.37523,,,19914.60351336448
273,French Polynesia,PYF,Asia & Pacific,Global South,2020,301920,5709421968.74051,,,18910.380129638677
274,French Polynesia,PYF,Asia & Pacific,Global South,2019,299717,6001384759.57628,,,20023.504704692357
275,French Polynesia,PYF,Asia & Pacific,Global South,2018,297606,6135117589.07754,,,20614.898856466403
276,Gabon,GAB,Africa,Global South,2021,2341179,20216843173.9702,,,8635.325694434385
277,Gabon,GAB,Africa,Global South,2020,2292573,15314577167.8211,1.17681176042119,,6680.082670353834
278,Gabon,GAB,Africa,Global South,2019,2242785,16874405460.1955,2.46456756151187,,7523.8622784598165
279,Gabon,GAB,Africa,Global South,2018,2192012,16867326389.8704,4.74906652083221,,7694.906045163256
280,Gambia,GMB,Africa,Global South,2021,2639916,2038417462.37695,7.37034758876615,,772.1523951432356
281,Gambia,GMB,Africa,Global South,2020,2573995,1812169483.72578,5.93127636562439,,704.0299160354934
282,Gambia,GMB,Africa,Global South,2019,2508883,1813608279.65044,7.11567625631191,,722.8747931451726
283,Gambia,GMB,Africa,Global South,2018,2444916,1670670668.5939,6.52096823946571,4.13000011444092,683.3243631249089
284,Georgia,GEO,Europe,Global North,2021,3708610,18629365597.0017,9.56691433824767,,5023.274379619777
285,Georgia,GEO,Europe,Global North,2020,3722716,15842922532.7202,5.2024648897533,11.7299995422363,4255.742993212536
286,Georgia,GEO,Europe,Global North,2019,3720161,17470436258.5131,4.85289821696731,11.5699996948242,4696.150585556135
287,Georgia,GEO,Europe,Global North,2018,3726549,17596922469.9152,2.61524471397664,12.6700000762939,4722.04242314141
288,Germany,DEU,Europe,Global North,2021,83196078,4259934911821.64,3.14296967309964,3.5699999332428,51203.55447310437
289,Germany,DEU,Europe,Global North,2020,83160871,3889668895299.62,0.506689889953274,3.85999989509583,46772.82535075444
290,Germany,DEU,Europe,Global North,2019,83092962,3888226035921.56,1.4456670146976,3.14000010490417,46793.68676160034
291,Germany,DEU,Europe,Global North,2018,82905782,3974443355019.6,1.73216766075662,3.38000011444092,47939.278288450376
292,Ghana,GHA,Africa,Global South,2021,32833031,77594279054.8795,9.97108867504441,,2363.299296214215
293,Ghana,GHA,Africa,Global South,2020,32180401,70043199813.6885,9.88728956269943,,2176.5794594569693
294,Ghana,GHA,Africa,Global South,2019,31522290,68337537815.7703,7.14364003330856,,2167.9115894108677
295,Ghana,GHA,Africa,Global South,2018,30870641,67299280679.563,7.80876516610709,,2180.0415702272917
296,Gibraltar ,GIB,Europe,Global North,2021,32669,,,,
297,Gibraltar ,GIB,Europe,Global North,2020,32709,,,,
298,Gibraltar ,GIB,Europe,Global North,2019,32685,,,,
299,Gibraltar ,GIB,Europe,Global North,2018,32648,,,,
300,Greece,GRC,Europe,Global North,2021,10641221,214873879833.648,1.22382501019855,14.6599998474121,20192.596303906103
301,Greece,GRC,Europe,Global North,2020,10698599,188925995936.807,-1.24798355581408,15.8999996185303,17658.947301119242
302,Greece,GRC,Europe,Global North,2019,10721582,205257014892.502,0.25300752203812,17.0400009155273,19144.284387556054
303,Greece,GRC,Europe,Global North,2018,10732882,212049447242.111,0.625621413453588,19.1800003051758,19756.990456254993
304,Greenland,GRL,Europe,Global North,2021,56653,,,,
305,Greenland,GRL,Europe,Global North,2020,56367,3076015346.7541,,,54571.20916057445
306,Greenland,GRL,Europe,Global North,2019,56225,2994332323.74726,,,53256.24408621183
307,Greenland,GRL,Europe,Global North,2018,56023,3055791340.7025,,,54545.29997862485
308,Grenada,GRD,South/Latin America,Global South,2021,124610,1122807407.40741,1.21951193916844,,9010.572244662626
309,Grenada,GRD,South/Latin America,Global South,2020,123663,1043414814.81481,-0.740732597045501,,8437.566732287023
310,Grenada,GRD,South/Latin America,Global South,2019,122724,1213485185.18519,0.59814976473601,,9887.920742358381
311,Grenada,GRD,South/Latin America,Global South,2018,121838,1166511111.11111,0.804102313277037,,9574.279872544772
312,Guam,GUM,Asia & Pacific,Global South,2021,170534,6123000000.0,,,35904.863546272296
313,Guam,GUM,Asia & Pacific,Global South,2020,169231,5886000000.0,,,34780.86166246137
314,Guam,GUM,Asia & Pacific,Global South,2019,168624,6366000000.0,,,37752.63307714205
315,Guam,GUM,Asia & Pacific,Global South,2018,168678,6056000000.0,,,35902.72590379303
316,Guatemala,GTM,South/Latin America,Global South,2021,17109746,85985752107.4679,4.26105127422819,,5025.542290777893
317,Guatemala,GTM,South/Latin America,Global South,2020,16858333,77625486978.2561,3.21444062197346,,4604.576678978646
318,Guatemala,GTM,South/Latin America,Global South,2019,16604026,77170421167.5134,3.69998398008601,2.19000005722046,4647.693346632522
319,Guatemala,GTM,South/Latin America,Global South,2018,16346950,73328024537.1848,3.75186186704512,2.27999997138977,4485.731254893714
320,Guinea,GIN,Africa,Global South,2021,13531906,16091817842.2342,12.5970695076018,,1189.1759994663132
321,Guinea,GIN,Africa,Global South,2020,13205153,14177835816.2777,10.6018600008336,,1073.6593370995172
322,Guinea,GIN,Africa,Global South,2019,12877539,13442861443.7506,9.47077937313535,5.01999998092651,1043.8998820932013
323,Guinea,GIN,Africa,Global South,2018,12554864,11857030336.5252,9.82600180777342,,944.4172662105459
324,Guinea-Bissau,GNB,Africa,Global South,2021,2060721,1638517533.16504,2.24248879577662,,795.118569260487
325,Guinea-Bissau,GNB,Africa,Global South,2020,2015828,1431758242.90375,1.14000939393218,,710.2581385434422
326,Guinea-Bissau,GNB,Africa,Global South,2019,1970457,1439638443.38133,0.246600268147853,,730.6114487052141
327,Guinea-Bissau,GNB,Africa,Global South,2018,1924955,1504630120.99275,0.381324702791038,3.20000004768372,781.6443090839786
328,Guyana,GUY,South/Latin America,Global South,2021,804567,8044498800.95923,5.03285574626696,,9998.544311361553
329,Guyana,GUY,South/Latin America,Global South,2020,797202,5471256594.72422,0.993337022838757,,6863.074345930166
330,Guyana,GUY,South/Latin America,Global South,2019,798753,5173760191.84652,2.0872308916202,13.5200004577637,6477.296726079928
331,Guyana,GUY,South/Latin America,Global South,2018,785514,4787636237.24043,1.28284288443518,14.0200004577637,6094.908858709622
332,Haiti,HTI,South/Latin America,Global South,2021,11447569,20944392615.0803,16.8415240198785,,1829.593044172112
333,Haiti,HTI,South/Latin America,Global South,2020,11306801,14508218017.4032,22.7963113642528,,1283.1408297893631
334,Haiti,HTI,South/Latin America,Global South,2019,11160438,14785839382.9002,18.7037825672506,,1324.8440054861826
335,Haiti,HTI,South/Latin America,Global South,2018,11012421,16455034352.7671,12.4814111170435,,1494.2249622282966
336,Honduras,HND,South/Latin America,Global South,2021,10278345,28488668301.6401,4.48087963413448,,2771.717460509459
337,Honduras,HND,South/Latin America,Global South,2020,10121763,23827840809.7014,3.46841177951168,10.6800003051758,2354.119614310412
338,Honduras,HND,South/Latin America,Global South,2019,9958829,25089976946.7736,4.36587159819272,5.55000019073486,2519.37019370185
339,Honduras,HND,South/Latin America,Global South,2018,9792850,24067778953.842,4.34734937777536,5.61999988555908,2457.6889213908107
340,Hungary,HUN,Europe,Global North,2021,9709891,181848022233.89,5.11096534382858,4.05000019073486,18728.12189486885
341,Hungary,HUN,Europe,Global North,2020,9750149,157182045260.23,3.3267438576673,4.25,16120.98904952427
342,Hungary,HUN,Europe,Global North,2019,9771141,163988594921.902,3.3385863538201,3.42000007629395,16782.952463985734
343,Hungary,HUN,Europe,Global North,2018,9775564,160564628963.713,2.85024792594642,3.71000003814697,16425.10129990587
344,Iceland,ISL,Europe,Global North,2021,372520,25602419210.3374,4.44423970189747,5.98999977111816,68727.636664709
345,Iceland,ISL,Europe,Global North,2020,366463,21694674809.9321,2.84792401518658,6.42999982833862,59200.17794410922
346,Iceland,ISL,Europe,Global North,2019,360563,24826102119.6357,3.01397179156056,3.50999999046326,68853.7152165799
347,Iceland,ISL,Europe,Global North,2018,352721,26264127686.6137,2.68291768267388,2.70000004768372,74461.479998678
348,India,IND,Asia & Pacific,Global South,2021,1407563842,3176295065497.24,5.13140747176369,,2256.590408705057
349,India,IND,Asia & Pacific,Global South,2020,1396387127,2667687951796.5,6.62343677628532,7.8600001335144,1910.4214728244913
350,India,IND,Asia & Pacific,Global South,2019,1383112050,2831552222519.99,3.72950573539126,6.51000022888184,2047.232704335119
351,India,IND,Asia & Pacific,Global South,2018,1369003306,2702929718960.46,3.93882646691634,7.65000009536743,1974.3777879236618
352,Indonesia,IDN,Asia & Pacific,Global South,2021,273753191,1186092991320.04,1.56012990525685,3.82999992370605,4332.7092808939715
353,Indonesia,IDN,Asia & Pacific,Global South,2020,271857970,1058688935454.78,1.92096800566845,4.25,3894.2722019692123
354,Indonesia,IDN,Asia & Pacific,Global South,2019,269582878,1119099868265.25,3.03058664969491,3.58999991416931,4151.227542964542
355,Indonesia,IDN,Asia & Pacific,Global South,2018,267066843,1042271531011.99,3.19834641562404,4.3899998664856,3902.661668157698
356,"Iran, Islamic Republic of",IRN,Middle east,Global South,2021,87923432,359713152725.063,43.3890162681516,,4091.209186705348
357,"Iran, Islamic Republic of",IRN,Middle east,Global South,2020,87290193,239735571102.495,30.5941390387295,9.6899995803833,2746.420449574387
358,"Iran, Islamic Republic of",IRN,Middle east,Global South,2019,86564202,283746685180.338,39.9073455697783,10.7399997711182,3277.8755955069973
359,"Iran, Islamic Republic of",IRN,Middle east,Global South,2018,85617562,331682036227.963,18.0141183371874,12.1899995803833,3873.9953402079236
360,Iraq,IRQ,Middle east,Global South,2021,43533592,207889333724.138,6.04186489058039,16.1700000762939,4775.3774539013
361,Iraq,IRQ,Middle east,Global South,2020,42556984,184369797315.436,0.574162679425838,,4332.304124639942
362,Iraq,IRQ,Middle east,Global South,2019,41563520,233636097800.338,-0.198965380023871,,5621.1816949175145
363,Iraq,IRQ,Middle east,Global South,2018,40590700,227367469034.031,0.36744148893681,,5601.467061027058
364,Ireland,IRL,Europe,Global North,2021,5033165,504182603275.542,2.35814296241712,6.19000005722046,100172.07925342047
365,Ireland,IRL,Europe,Global North,2020,4985382,425852281928.121,-0.334584625428444,5.61999988555908,85420.19085560966
366,Ireland,IRL,Europe,Global North,2019,4934340,399321701632.431,0.939044481054341,4.94999980926514,80927.07467106666
367,Ireland,IRL,Europe,Global North,2018,4867316,385736680797.118,0.488370168032449,5.73999977111816,79250.3878517684
368,Isle of Man ,IMN,Europe,Global North,2021,84263,,,,
369,Isle of Man ,IMN,Europe,Global North,2020,84046,,,,
370,Isle of Man ,IMN,Europe,Global North,2019,83933,7315388052.08067,,,87157.47146033944
371,Isle of Man ,IMN,Europe,Global North,2018,83775,7491969312.87525,,,89429.65458520142
372,Israel,ISR,Middle east,Global North,2021,9364000,488526545878.891,1.49228845352231,4.96000003814697,52170.71186233351
373,Israel,ISR,Middle east,Global North,2020,9215100,413267669231.522,-0.588430300016595,4.32999992370605,44846.79159548155
374,Israel,ISR,Middle east,Global North,2019,9054000,402470513619.148,0.844128708733833,3.79999995231628,44452.232562309255
375,Israel,ISR,Middle east,Global North,2018,8882800,376691526553.276,0.817323896191417,4.0,42406.8454263606
376,Italy,ITA,Europe,Global North,2021,59109668,2107702842669.73,1.87378325762491,9.5,35657.497563169025
377,Italy,ITA,Europe,Global North,2020,59438851,1896755301518.14,-0.13770757391657,9.15999984741211,31911.035789001708
378,Italy,ITA,Europe,Global North,2019,59729081,2011302198827.45,0.611246943765291,9.94999980926514,33673.75096274209
379,Italy,ITA,Europe,Global North,2018,60421760,2091932426266.98,1.13748763600395,10.6099996566772,34622.16966647413
380,Jamaica,JAM,South/Latin America,Global South,2021,2827695,14657586937.0735,5.86278242801063,8.35000038146973,5183.581304586774
381,Jamaica,JAM,South/Latin America,Global South,2020,2820436,13812425036.5864,5.22677779293517,6.5,4897.265896686327
382,Jamaica,JAM,South/Latin America,Global South,2019,2813773,15830768549.8916,3.90510000865876,4.98999977111816,5626.171176527601
383,Jamaica,JAM,South/Latin America,Global South,2018,2811835,15730793852.7913,3.7366388215216,5.46999979019165,5594.493934669459
384,Japan,JPN,Asia & Pacific,Global North,2021,125681593,4940877780755.33,-0.233352779398279,2.79999995231628,39312.660373069346
385,Japan,JPN,Asia & Pacific,Global North,2020,126261000,5040107754084.11,-0.0249958340276592,2.79999995231628,39918.16755834431
386,Japan,JPN,Asia & Pacific,Global North,2019,126633000,5123318151510.62,0.468776159383912,2.34999990463257,40458.001875582355
387,Japan,JPN,Asia & Pacific,Global North,2018,126811000,5037835383110.97,0.989094598021806,2.47000002861023,39727.11659959285
388,Jordan,JOR,Middle east,Global South,2021,11148278,45744271658.9141,1.34609377243118,19.8400001525879,4103.258965995834
389,Jordan,JOR,Middle east,Global South,2020,10928721,44182298291.8206,0.33329435062843,19.2099990844727,4042.769349846208
390,Jordan,JOR,Middle east,Global South,2019,10698683,44993992365.1297,0.761514047265513,16.7999992370605,4205.563653501062
391,Jordan,JOR,Middle east,Global South,2018,10459865,43370860549.1337,4.46231108475485,18.2600002288818,4146.40729580484
392,Kazakhstan,KAZ,Asia & Pacific,Global North,2021,19000988,197112255360.612,,,10373.789792436688
393,Kazakhstan,KAZ,Asia & Pacific,Global North,2020,18755666,171082379532.988,6.74900183815967,4.8899998664856,9121.637137971427
394,Kazakhstan,KAZ,Asia & Pacific,Global North,2019,18513673,181667190075.541,5.24547679608388,4.80000019073486,9812.595808273214
395,Kazakhstan,KAZ,Asia & Pacific,Global North,2018,18276452,179339994859.384,6.01913096570673,4.84999990463257,9812.626370773934
396,Kenya,KEN,Africa,Global South,2021,53005614,110347079517.356,6.11090916378165,,2081.7998545843843
397,Kenya,KEN,Africa,Global South,2020,51985780,100666542665.72,5.40481467184518,,1936.4245889110446
398,Kenya,KEN,Africa,Global South,2019,50951450,100379713697.421,5.23585999425422,5.01000022888184,1970.1051431788694
399,Kenya,KEN,Africa,Global South,2018,49953304,92202956320.532,4.68981976129857,,1845.7829400139778
400,Kiribati,KIR,Asia & Pacific,Global South,2021,128874,207031250.0,,,1606.4625137731427
401,Kiribati,KIR,Asia & Pacific,Global South,2020,126463,180911843.644622,,10.9700002670288,1430.5515735402607
402,Kiribati,KIR,Asia & Pacific,Global South,2019,124241,177935349.322211,-1.81307995302948,8.5600004196167,1432.1789853768964
403,Kiribati,KIR,Asia & Pacific,Global South,2018,122261,196230573.819486,0.564030491493466,,1605.013649646952
404,Korea (North),PRK,Asia & Pacific,Global South,2021,25971909,,,,
405,Korea (North),PRK,Asia & Pacific,Global South,2020,25867467,,,,
406,Korea (North),PRK,Asia & Pacific,Global South,2019,25755441,,,,
407,Korea (North),PRK,Asia & Pacific,Global South,2018,25638149,,,,
408,Korea (South),KOR,Asia & Pacific,Global North,2021,51744876,1810955871380.98,2.49833333333334,3.64000010490417,34997.78164278488
409,Korea (South),KOR,Asia & Pacific,Global North,2020,51836239,1644312831906.17,0.537288023411772,3.9300000667572,31721.29891418569
410,Korea (South),KOR,Asia & Pacific,Global North,2019,51764822,1651422932447.77,0.383000303608079,3.75,31902.416904819456
411,Korea (South),KOR,Asia & Pacific,Global North,2018,51585058,1724845615629.26,1.47583935002643,3.8199999332428,33436.923064606424
412,Kuwait,KWT,Middle east,Global South,2021,4250114,,3.42362947609175,,
413,Kuwait,KWT,Middle east,Global South,2020,4360444,105960225688.145,2.1017295482741,,24300.329436209937
414,Kuwait,KWT,Middle east,Global South,2019,4441100,136196760180.976,1.09184802655847,,30667.348220255342
415,Kuwait,KWT,Middle east,Global South,2018,4317185,138182400493.585,0.543133148199589,,32007.52353526314
416,Kyrgyzstan,KGZ,Asia & Pacific,Global South,2021,6691800,8543423502.6134,11.9050398185147,4.09999990463257,1276.7003650159002
417,Kyrgyzstan,KGZ,Asia & Pacific,Global South,2020,6579900,7780874536.66054,6.32542296338083,4.63000011444092,1182.5217004301796
418,Kyrgyzstan,KGZ,Asia & Pacific,Global South,2019,6456200,8871026074.19762,1.13362257718798,4.25,1374.0321046742079
419,Kyrgyzstan,KGZ,Asia & Pacific,Global South,2018,6322800,8271108638.39931,1.54266145238431,3.67000007629395,1308.14016549619
420,Lao PDR,LAO,Asia & Pacific,Global South,2021,7425057,18827148509.5798,3.75562036658905,,2535.623431521105
421,Lao PDR,LAO,Asia & Pacific,Global South,2020,7319399,18981800705.0794,5.10407262959903,,2593.355097198472
422,Lao PDR,LAO,Asia & Pacific,Global South,2019,7212053,18740559554.1632,3.32255881256934,,2598.50552320722
423,Lao PDR,LAO,Asia & Pacific,Global South,2018,7105006,18141651381.3884,2.04039266890198,,2553.3618664626606
424,Latvia,LVA,Europe,Global North,2021,1884490,39853501579.8211,3.27582937431157,7.51000022888184,21148.162940541526
425,Latvia,LVA,Europe,Global North,2020,1900449,34601740323.3386,0.219064904842049,8.10000038146973,18207.13964086308
426,Latvia,LVA,Europe,Global North,2019,1913822,34343961072.8235,2.81140920075622,6.30999994277954,17945.222216498452
427,Latvia,LVA,Europe,Global North,2018,1927174,34429023435.0211,2.53445424186602,7.40999984741211,17865.0310947642
428,Lebanon,LBN,Middle east,Global South,2021,5592631,23131940280.7316,154.756096023393,,4136.146346993321
429,Lebanon,LBN,Middle east,Global South,2020,5662923,31712128253.7961,84.8643330472041,,5599.957522607336
430,Lebanon,LBN,Middle east,Global South,2019,5781907,51953744530.2445,3.0053894939038,11.3000001907349,8985.572498873555
431,Lebanon,LBN,Middle east,Global South,2018,5950839,54901519155.6219,6.07698907889605,,9225.84515488016
432,Lesotho,LSO,Africa,Global South,2021,2281454,2496134680.31694,6.04774591950681,,1094.0981848930287
433,Lesotho,LSO,Africa,Global South,2020,2254100,2231214507.47611,4.97809676252292,,989.8471707005501
434,Lesotho,LSO,Africa,Global South,2019,2225702,2453980835.24819,5.18708359197993,16.8799991607666,1102.5648695324846
435,Lesotho,LSO,Africa,Global South,2018,2198017,2553495915.79202,4.75180301624742,,1161.7271002872224
436,Liberia,LBR,Africa,Global South,2021,5193416,3509000000.0,,,675.6631858491597
437,Liberia,LBR,Africa,Global South,2020,5087584,3039982500.0,,,597.5296918930478
438,Liberia,LBR,Africa,Global South,2019,4985289,3319596500.0,,,665.8784475684358
439,Liberia,LBR,Africa,Global South,2018,4889391,3422754800.0,23.5635148953742,,700.0370393777057
440,Libya,LBY,Middle east,Global South,2021,6735277,42817472975.3677,,,6357.195550438044
441,Libya,LBY,Middle east,Global South,2020,6653942,50357312594.5129,,,7568.0420109632605
442,Libya,LBY,Middle east,Global South,2019,6569088,69252306372.0232,,,10542.149286479827
443,Libya,LBY,Middle east,Global South,2018,6477793,76684175824.1758,,,11838.009615956515
444,Liechtenstein,LIE,Europe,Global North,2021,39039,,,,
445,Liechtenstein,LIE,Europe,Global North,2020,38756,6113951011.71459,,,157754.9543738928
446,Liechtenstein,LIE,Europe,Global North,2019,38482,6427248943.44939,,,167019.61809285876
447,Liechtenstein,LIE,Europe,Global North,2018,38181,6692504346.04765,,,175283.63180764386
448,Lithuania,LTU,Europe,Global North,2021,2800839,66445256585.3671,4.68354420903459,7.1100001335144,23723.34025103446
449,Lithuania,LTU,Europe,Global North,2020,2794885,56846622904.4391,1.19989444983569,8.48999977111816,20339.52126990524
450,Lithuania,LTU,Europe,Global North,2019,2794137,54751510087.7803,2.33450937988024,6.26000022888184,19595.141572435532
451,Lithuania,LTU,Europe,Global North,2018,2801543,53751411409.4447,2.69792779208397,6.15000009536743,19186.359591641
452,Luxembourg,LUX,Europe,Global North,2021,640064,85506243833.7816,2.52692009066169,5.25,133590.1469755862
453,Luxembourg,LUX,Europe,Global North,2020,630419,73992591285.3029,0.819957302126994,6.76999998092651,117370.49690016148
454,Luxembourg,LUX,Europe,Global North,2019,620001,69825641851.0117,1.74332075653843,5.59000015258789,112621.82133740382
455,Luxembourg,LUX,Europe,Global North,2018,607950,71000359760.4611,1.52819524307373,5.59000015258789,116786.51165467736
456,"Macedonia, Republic of",MKD,Europe,Global North,2021,2065092,13825049831.7959,3.23074912132919,15.7799997329712,6694.6411258171065
457,"Macedonia, Republic of",MKD,Europe,Global North,2020,2072531,12363580534.6811,1.20007348888482,16.5499992370605,5965.450231953636
458,"Macedonia, Republic of",MKD,Europe,Global North,2019,2076694,12606338448.547,0.766439573459688,17.3899993896484,6070.388053582762
459,"Macedonia, Republic of",MKD,Europe,Global North,2018,2076217,12683070061.4695,1.45831298507127,21.2000007629395,6108.740108316953
460,Madagascar,MDG,Africa,Global South,2021,28915653,14472603322.5571,5.81225118787723,,500.5110319506566
461,Madagascar,MDG,Africa,Global South,2020,28225177,13051441059.3338,4.20179312190553,,462.40422369481684
462,Madagascar,MDG,Africa,Global South,2019,27533134,14104664514.8681,5.61051441492366,,512.2796596590892
463,Madagascar,MDG,Africa,Global South,2018,26846541,13760033096.5211,8.59422958870474,,512.5439845871056
464,Malawi,MWI,Africa,Global South,2021,19889742,12626717491.8941,,,634.8356601052996
465,Malawi,MWI,Africa,Global South,2020,19377061,12182348212.7073,8.62551469650552,0.910000026226044,628.6994819651597
466,Malawi,MWI,Africa,Global South,2019,18867337,11025371147.1876,9.37083605605672,,584.3628672762669
467,Malawi,MWI,Africa,Global South,2018,18367883,9880675785.93057,12.420178108921,,537.9322040504379
468,Malaysia,MYS,Asia & Pacific,Global South,2021,33573874,372980957208.023,2.47710241465444,,11109.26183877449
469,Malaysia,MYS,Asia & Pacific,Global South,2020,33199993,337337932675.152,-1.13870215393056,4.53999996185303,10160.78324700707
470,Malaysia,MYS,Asia & Pacific,Global South,2019,32804020,365175135787.568,0.662891865764376,3.25999999046326,11132.02393449242
471,Malaysia,MYS,Asia & Pacific,Global South,2018,32399271,358791603677.728,0.884709160571244,3.29999995231628,11074.06409476707
472,Maldives,MDV,Asia & Pacific,Global South,2021,521457,5405576235.79462,0.543149688736981,,10366.29335840658
473,Maldives,MDV,Asia & Pacific,Global South,2020,514438,3746321936.37729,-1.3697742556981,,7282.35848902548
474,Maldives,MDV,Asia & Pacific,Global South,2019,504508,5609400721.62268,0.220029731065343,4.55999994277954,11118.556537503231
475,Maldives,MDV,Asia & Pacific,Global South,2018,489758,5300962659.51088,-0.133373386117525,,10823.636693042034
476,Mali,MLI,Africa,Global South,2021,21904983,19140461605.8227,3.92560283104272,,873.7948623755016
477,Mali,MLI,Africa,Global South,2020,21224040,17465392915.9153,0.438088940320712,3.52999997138977,822.906143972368
478,Mali,MLI,Africa,Global South,2019,20567424,17280251193.9527,-1.65826694846368,,840.1757650327382
479,Mali,MLI,Africa,Global South,2018,19934298,17070866299.0945,0.299546507387888,1.62000000476837,856.3565317973324
480,Malta,MLT,Europe,Global North,2021,518536,17364044943.8202,1.49789217934737,3.39000010490417,33486.67198385493
481,Malta,MLT,Europe,Global North,2020,515332,14933066818.9606,0.638544956776653,4.34999990463257,28977.565567363563
482,Malta,MLT,Europe,Global North,2019,504062,15725847979.4022,1.64206001768947,3.61999988555908,31198.241445302763
483,Malta,MLT,Europe,Global North,2018,484630,15298771846.9532,1.15782362451512,3.66000008583069,31567.942238312113
484,Marshall Islands,MHL,Asia & Pacific,Global South,2021,42050,259538700.0,,,6172.145065398336
485,Marshall Islands,MHL,Asia & Pacific,Global South,2020,43413,241722400.0,,,5567.972727063322
486,Marshall Islands,MHL,Asia & Pacific,Global South,2019,44728,232092300.0,,6.34000015258789,5188.9711142908245
487,Marshall Islands,MHL,Asia & Pacific,Global South,2018,45989,219330300.0,,,4769.190458587923
488,Mauritania,MRT,Arab States,Global South,2021,4614974,9996249658.23982,3.56516484650187,,2166.0467985821415
489,Mauritania,MRT,Arab States,Global South,2020,4498604,8405491201.74674,2.38569488456317,,1868.4665735741
490,Mauritania,MRT,Arab States,Global South,2019,4383849,8066126312.31807,2.30009262117938,10.4200000762939,1839.964449578001
491,Mauritania,MRT,Arab States,Global South,2018,4270712,7473550557.07378,3.04891482875157,,1749.9542364537294
492,Mauritius,MUS,Africa,Global South,2021,1266060,11529042672.3528,4.02852888157379,8.19999980926514,9106.237202307
493,Mauritius,MUS,Africa,Global South,2020,1265740,11401050654.5624,2.58080077182828,8.63000011444092,9007.419102313588
494,Mauritius,MUS,Africa,Global South,2019,1265711,14436353897.9802,0.405655190309511,6.32999992370605,11405.726819139756
495,Mauritius,MUS,Africa,Global South,2018,1265303,14735695930.9727,3.2160538314458,6.42999982833862,11645.981975046847
496,Mexico,MEX,South/Latin America,Global South,2021,126705138,1272839334119.3,5.68920847683764,4.09000015258789,10045.680500496357
497,Mexico,MEX,South/Latin America,Global South,2020,125998302,1090515389749.41,3.39683415569999,4.44000005722046,8655.000682068001
498,Mexico,MEX,South/Latin America,Global South,2019,125085311,1269011767478.56,3.6359614212705,3.48000001907349,10145.17018292068
499,Mexico,MEX,South/Latin America,Global South,2018,124013861,1222408203104.3,4.89935015356549,3.26999998092651,9857.028829255627
500,"Micronesia, Federated States of",FSM,Asia & Pacific,Global South,2021,113131,404028900.0,,,3571.3367688785565
501,"Micronesia, Federated States of",FSM,Asia & Pacific,Global South,2020,112106,408000000.0,0.550898203592806,,3639.412698695877
