country,date,Unemployment Rate,Population,Fiscal Balance,GDP per capita,GDP,Inflation,bot,interest,liquidity,debt,CPI,inflation
Chad,2017,0,0,0,0,0,0,0,0,8.58,48.69,0,113.98
Chad,2018,0,0,0,0,0,0,0,0,147.75,48.41,0,118.85
Chad,2019,0,0,0,0,0,0,0,0,310.03,52.33,0,117.7
Chad,2020,0,0,0,0,0,0,0,0,390.68,54.22,0,122.95
Chad,2021,0,0,0,0,0,0,0,0,211.59,55.96,0,122
Chile,2017,0,0,0,0,0,0,"1,879.85",4.55,"38,971.30",23.67,0,125.57
Chile,2018,14.53536449,..,0,27813.54045,9.40204E+13,2.189869632282292.18986963228229,"-2,932.91",4.18,"39,848.70",25.82,214.7943016,128.62
Chile,2019,7.274777982,.,0,13765.11825,4.78261E+13,2.101504923,"-5,068.93",...,"40,643.49",28.3,109.7723744,131.91
Chile,2020,8.076497814,.,0,12767.30391,4.75418E+13,3.46933963,"11,615.62",...,"39,151.18",32.6,113.5749112,135.93
Chile,2021,10.66649605,97.04000092,0,14115.96014,4.82542E+13,3.111385006,"-1,451.17",...,"51,237.79",36.29,117.1159556,142.08
China,2017,0,0,0,0,0,0,"3,429.5623,267.52217,009.90",5.05.254.35,"431,355.1020,169.663,158,876.95",0,0,127.8136.1119.09
China,2018,0,3180492335251.883180492335251.883180492335251.883180492335251.883180492335251.883180492335251.883153325384104.213153325384104.213153325384104.213153325384104.213153325384104.213153325384104.213161783550720.973161783550720.973161783550720.973161783550720.973161783550720.973161783550720.973143582222423.713143582222423.713143582222423.713143582222423.713143582222423.713143582222423.713128983625399.143128983625399.143128983625399.143128983625399.143128983625399.143128983625399.143131516989540.733131516989540.733131516989540.733131516989540.733131516989540.733131516989540.733137279052217.513137279052217.513137279052217.513137279052217.513137279052217.513137279052217.513129124601509.583129124601509.583129124601509.583129124601509.583129124601509.583129124601509.583106349969057.523106349969057.523106349969057.523106349969057.523106349969057.523106349969057.523072488044750.483072488044750.483072488044750.483072488044750.483072488044750.483072488044750.483081044672629.293081044672629.293081044672629.293081044672629.293081044672629.293081044672629.293091881257199.093091881257199.093091881257199.093091881257199.093091881257199.093091881257199.09,-25.698,57715.1549,8.33689E+13,2.074790399655782.074790399655782.074790399655782.074790399655782.074790399655782.07479039965578,"-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15-765.4527,326.5587,905.15",5.045.294.355.045.294.355.045.294.355.045.294.355.045.294.355.045.294.355.045.294.355.045.294.355.045.294.355.045.294.355.045.294.355.045.294.35,"424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26424,534.0520,281.243,091,881.26",0,631.2,130.87140.19121.56130.87140.19121.56130.87140.19121.56130.87140.19121.56130.87140.19121.56130.87140.19121.56130.87140.19121.56130.87140.19121.56130.87140.19121.56130.87140.19121.56130.87140.19121.56130.87140.19121.56
China,2019,0,3107195141695.963107195141695.963107195141695.963109442789199.243109442789199.243109442789199.243117892634165.43117892634165.43117892634165.43114006705314.113114006705314.113114006705314.113119969247138.03119969247138.03119969247138.03138278571356.083138278571356.083138278571356.083123085567179.513123085567179.513123085567179.513126444122668.863126444122668.863126444122668.863111631046532.363111631046532.363111631046532.363124582849725.093124582849725.093124582849725.093114954950009.953114954950009.953114954950009.953127493858036.363127493858036.363127493858036.36,-18.306,30466.47883,4.28398E+13,2.899234163582272.899234163582272.89923416358227,"5,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.305,667.6327,962.98131,844.30",5.105.364.355.105.364.355.105.364.355.105.364.355.105.364.355.105.364.355.105.364.355.105.364.355.105.364.355.105.364.355.105.364.355.105.364.35,"441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86441,247.5522,214.953,127,493.86",0,321,134.65144.05125.08134.65144.05125.08134.65144.05125.08134.65144.05125.08134.65144.05125.08134.65144.05125.08134.65144.05125.08134.65144.05125.08134.65144.05125.08134.65144.05125.08134.65144.05125.08134.65144.05125.08
China,2020,0,3134967867876.03134967867876.03134967867876.03125925099762.013125925099762.013125925099762.013079722207756.423079722207756.423079722207756.423111307019946.743111307019946.743111307019946.743121640261058.133121640261058.133121640261058.133132890944287.083132890944287.083132890944287.083175529578477.563175529578477.563175529578477.563185741047357.633185741047357.633185741047357.633163405472311.63163405472311.63163405472311.63148891687598.463148891687598.463148891687598.463199686223449.243199686223449.243199686223449.243238782371433.723238782371433.723238782371433.72,-29.154,31074.77834,4.4063E+13,2.41942189457782.41942189457782.4194218945778,"6,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.616,664.18514.41358,572.61",5.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.35,"491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37491,649.0225,144.943,238,782.37",0,338.4,134.99145.21128.11134.99145.21128.11134.99145.21128.11134.99145.21128.11134.99145.21128.11134.99145.21128.11134.99145.21128.11134.99145.21128.11134.99145.21128.11134.99145.21128.11134.99145.21128.11134.99145.21128.11
China,2021,0,3232949760553.153232949760553.153232949760553.153227245917564.293227245917564.293227245917564.293191634629832.53191634629832.53191634629832.53220011826967.843220011826967.843220011826967.843243778695638.983243778695638.983243778695638.983235723813196.993235723813196.993235723813196.993257656758484.763257656758484.763257656758484.763295312462114.083295312462114.083295312462114.083264064261108.953264064261108.953264064261108.953281736347402.213281736347402.213281736347402.213286139765834.593286139765834.593286139765834.593313920330628.853313920330628.853313920330628.85,0,33564.90762,5.32022E+13,0.9810151355448510.9810151355448510.981015135544851,"20,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.8920,534.613,596.32462,807.89",5.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.355.005.264.35,"496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33496,745.1926,664.873,313,920.33",0,337.65,137.1145.25129.37137.1145.25129.37137.1145.25129.37137.1145.25129.37137.1145.25129.37137.1145.25129.37137.1145.25129.37137.1145.25129.37137.1145.25129.37137.1145.25129.37137.1145.25129.37137.1145.25129.37
Colombia,2017,0,0,0,0,0,0,"-8,761.51",13.69,"46,699.12",38.29,0,131.88
Colombia,2018,19.27505379,1.7871.787,0,12641.52417,4.2262E+14,3.240569329305673.24056932930567,"-10,556.19",12.11,"47,358.57",41.36,1.253150882,136.15
Colombia,2019,10.42371881,1.765,0,6403.877096,2.17912E+14,3.523019327,"-14,146.15",11.77,"51,973.47",40.68,0.598543786,140.95
Colombia,2020,10.70717028,1.737,0,5865.654095,2.18217E+14,2.526635001,"-13,089.98",9.85,"58,247.76",51.91,0.422147018,144.51
Colombia,2021,14.86036996,0,0,6418.097751,2.23433E+14,3.495057574,"-20,032.27",9.34,"57,745.11",51.23,0.40905955,149.56
Comoros,2017,0,0,0,0,0,0,-177.1,10.5,207.13,18.81,0,0
Comoros,2018,56.6970005,4.1964.1964.196,0,2.678551087,0,0,-206.26,10.5,198.47,16.9,0,0
Comoros,2019,37.93399811,4.1254.125,0,-1.854125482,0,0,-211.18,10.5,201.15,21.74,0,0
Comoros,2020,42.50600052,4.0524.052,0,-5.902623074,0,0,-274.67,8.09,293.25,24.02,0,0
Comoros,2021,0,0,0,0,0,0,-267.54,7.88,328.62,26,0,0
Congo,2017,0,0,0,0,0,0,"-1,406.38...",20.62,695.40379.98,94.22,0,120.66
Congo,2018,42.34000206,6.3026.3026.3026.3026.302,0,2446.91177,0,1.152778963755211.152778963755211.152778963755211.152778963755211.15277896375521,"-1,692.79...",24.75,665.27423.62,77.13,0,122.05
Congo,2019,25.4820013,6.2536.2536.253,0,1484.457681,0,2.206073057815192.206073057815192.20607305781519,"-1,718.522,910.20",26.74,"1,194.37988.32",84.8,0,124.74
Congo,2020,29.61300087,6.2066.2066.206,0,1462.299338,0,1.795371470831111.795371470831111.79537147083111,"-624.341,391.32",25.96,"747.661,140.50",113.98,0,126.98
Congo,2021,28.27199936,0,0,1503.717202,0,1.715642754512631.715642754512631.71564275451263,160.71...,23.29,"3,467.12828.56",103.64,0,129.16
"Congo, The Democratic Republic of the",2018,8.468000412,.,0,489.382354,0,0,0,0,0,0,0,0
"Congo, The Democratic Republic of the",2019,8.494000435,.,0,494.8192269,0,0,0,0,0,0,0,0
"Congo, The Democratic Republic of the",2020,9.87100029,.,0,487.4331126,0,0,0,0,0,0,0,0
"Congo, The Democratic Republic of the",2021,9.423999786,80.01999664,0,501.2390674,0,0,0,0,0,0,0,0
Cook Islands,2018,0,725,0,0,0,0,0,0,0,0,0,0
Cook Islands,2019,0,758,0,0,0,0,0,0,0,0,0,0
Cook Islands,2020,0,911,0,0,0,0,0,0,0,0,0,0
Cook Islands,2021,0,916,0,0,0,0,0,0,0,0,0,0
Costa Rica,2017,0,0,0,0,0,0,393.33,11.37,"7,149.83",46.78,0,123.46
Costa Rica,2018,50.2519989,1.7091.709,0,24766.29995,24766.29995,2.221114615265842.22111461526584,919.01,11.12,"7,500.92",51.58,206.6871393,126.2
Costa Rica,2019,31.28199959,1.632,0,12669.34107,12669.34107,2.096046353,"2,423.74",8.75,"8,937.07",56.08,105.0656398,128.85
Costa Rica,2020,40.15999985,1.555,0,12132.87688,12132.87688,0.724911478,"2,476.88",6.64,"7,231.53",67.19,106.7285508,129.78
Costa Rica,2021,39.27000046,0,0,12472.44373,12472.44373,1.726477551,"2,096.33",5.51,"6,921.17",68.31,107.7525425,132.02
Croatia,2017,0,0,0,0,0,0,583.54,0,"18,818.22",75.38,0,107.36
Croatia,2018,71.25600243,...,0,45733.29315,0,1.500125010417531.500125010417531.50012501041753,-647.5,0,"19,991.30",71.81,4.500375031,108.97
Croatia,2019,33.35200119,..,0,30663.76611,0,0.7718203464980830.771820346498083,-289.1,0,"20,770.64",69.6,1.543640693,109.82
Croatia,2020,42.30400085,..,0,28397.50792,0,0.1548113745620280.154811374562028,"-3,947.54",0,"23,253.82",85.31,0.309622749,109.99
Croatia,2021,43.89400101,99.449996948242299.4499969482422,0,35370.65057,0,2.554506996420462.55450699642046,"-1,022.65",0,"28,308.83",77.74,5.109013993,112.8
Cuba,2018,4.534999847,.,0,8048.01661,8048.01661,0,0,0,0,0,0,0
Cuba,2019,3.244999886,.,0,8042.948524,8042.948524,0,0,0,0,0,0,0
Cuba,2020,3.552999973,.,0,7172.519257,7172.519257,0,0,0,0,0,0,0
Cuba,2021,3.645999908,99.67311096,0,7291.067885,7291.067885,0,0,0,0,0,0,0
CuraÃ§ao,2017,0,0,0,0,0,0,-666.66,0,0,0,0,109.75
CuraÃ§ao,2018,0,0,0,0,0,0,-810.45,0,0,0,0,112.58
CuraÃ§ao,2019,0,0,0,0,0,0,-556.2,0,0,0,0,115.53
CuraÃ§ao,2020,0,0,0,0,0,0,-694.48,0,0,0,0,...
CuraÃ§ao,2021,0,0,0,0,0,0,-635.7,0,0,0,0,...
CuraÃ§ao and Sint Maarten,2017,0,0,0,0,0,0,-720.91,0,"1,475.07",0,0,0
CuraÃ§ao and Sint Maarten,2018,0,0,0,0,0,0,"-1,229.80",0,"1,321.44",0,0,0
CuraÃ§ao and Sint Maarten,2019,0,0,0,0,0,0,-703.05,0,"1,282.38",0,0,0
CuraÃ§ao and Sint Maarten,2020,0,0,0,0,0,0,-928.27,0,"1,624.56",0,0,0
CuraÃ§ao and Sint Maarten,2021,0,0,0,0,0,0,-840.43,0,"1,769.87",0,0,0
Curaçao,2017,0,0,0,0,0,0,0,0,0,0,0,0
Curaçao,2018,0,159336,0,0,0,2.583687566,0,0,0,0,2.583687566,0
Curaçao,2019,0,157441,0,0,0,2.622207834,0,0,0,0,2.622207834,0
Curaçao,2020,0,154947,0,0,0,0,0,0,0,0,0,0
Curaçao,2021,0,152369,0,0,0,0,0,0,0,0,0,0
Curaçao and Sint Maarten,2017,0,0,0,0,0,0,0,0,0,0,0,0
Curaçao and Sint Maarten,2018,0,0,0,0,0,0,0,0,0,0,0,0
Curaçao and Sint Maarten,2019,0,0,0,0,0,0,0,0,0,0,0,0
Curaçao and Sint Maarten,2020,0,0,0,0,0,0,0,0,0,0,0,0
Curaçao and Sint Maarten,2021,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2017,0,0,0,0,0,0,-92.85,0,308.16,131.57,0,100.81
Cyprus,2018,40.22800064,1.21883E+13,0,58837.87109,10612.2,1.435491195317621.43549119531762,365.57,0,351.3,136.91,2.870982391,102.25
Cyprus,2019,16.49699974,1228836,0,29417.13867,5665.4,0.250370997,260.12,0,352.68,129,0.250370997,102.51
Cyprus,2020,18.10899925,1237537,0,28036.18945,5838.7,-0.638422798,-332.2,0,392,156.24,-0.638422798,101.86
Cyprus,2021,17.0890007,1244188,0,31551.81641,5787.5,2.446088672,802.51,0,797.46,142.82,2.446088672,104.35
Czech Rep.,2017,0,0,0,0,0,0,"16,255.12",3.59,"147,582.94",0,0,110.87
Czech Rep.,2018,0,0,0,0,0,0,"14,918.71",3.54,"142,150.96",0,0,113.25
Czech Rep.,2019,0,0,0,0,0,0,"15,115.74",3.69,"149,464.30",0,0,116.48
Czech Rep.,2020,0,0,0,0,0,0,"16,708.56",3.34,"165,548.77",0,0,120.16
Czech Rep.,2021,0,0,0,0,0,0,"8,541.59",3.2,"172,998.74",0,0,124.77
Czech Republic,2017,0,0,0,0,0,0,0,0,0,33.94,0,0
Czech Republic,2018,0,0,0,0,0,0,0,0,0,32.39,0,0
Czech Republic,2019,0,0,0,0,0,0,0,0,0,30.96,0,0
Czech Republic,2020,0,0,0,0,0,0,0,0,0,38.93,0,0
Czech Republic,2021,0,0,0,0,0,0,0,0,0,43.56,0,0
CÃ´te d'Ivoire,2017,0,0,0,0,0,0,"1,006.91",5.14,0,0,0,112.45
CÃ´te d'Ivoire,2018,0,0,0,0,0,0,-98.66,...,0,0,0,112.86
CÃ´te d'Ivoire,2019,0,0,0,0,0,0,910.07,...,0,0,0,111.61
CÃ´te d'Ivoire,2020,0,0,0,0,0,0,571.59,...,0,0,0,114.31
CÃ´te d'Ivoire,2021,0,0,0,0,0,0,39.66,...,0,0,0,118.99
Côte d'Ivoire,2017,0,0,0,0,0,0,0,0,0,33.18,0,0
Côte d'Ivoire,2018,4.559999943,.,0,4.181565757,4.181565757,0.359409031,0,0,0,35.63,0.359409031,0
Côte d'Ivoire,2019,3.948999882,89.89341736,0,3.539677841,3.539677841,-1.10686344,0,0,0,38.39,-1.10686344,0
Côte d'Ivoire,2020,4.544000149,0,0,-0.632870724,-0.632870724,2.425006568,0,0,0,47.58,2.425006568,0
Côte d'Ivoire,2021,4.451000214,0,0,4.288499025,4.288499025,4.091951897,0,0,0,52.14,4.091951897,0
Denmark,2017,0,0,0,0,0,0,"23,878.56",0,"72,470.45",29.29,0,108.63
Denmark,2018,10.8,5793636.05793636.0,0,113126.9769,1036850.8,0.6505955480964810.650595548096481,"21,805.89",0,"68,199.86",27.45,202,109.52
Denmark,2019,5.1,5814422,0,57203.02779,525636.5,1.323555877,"25,663.14",0,"63,576.94",26.49,102.3,110.35
Denmark,2020,4.7,5831404,0,55898.79003,529455.4,0.735662269,"22,860.98",0,"68,777.15",34.72,103,110.81
Denmark,2021,6.2,5856733,0,58359.58399,530984.8,0.52992603,"26,141.79",0,"78,341.56",29.02,103.6,112.86
Djibouti,2017,0,0,0,0,0,0,-159.43,0,556.1,47.99,0,116.22
Djibouti,2018,147.7859955,1.0572E+13,-5.75468302,5511.676587,143.0977223,0.147970850.14797085,374.12,0,454.19,48.09,0.2959417,116.39
Djibouti,2019,73.91000366,1073994,-0.9175666,2876.043664,72.1179067,3.31322024,386.01,0,501.86,42.04,3.319253727,120.25
Djibouti,2020,78.77799988,1090156,-1.73136188,2917.996281,75.515933,1.78551848,270.1,0,686.34,43.99,1.777407838,122.39
Djibouti,2021,77.03399658,1105557,-3.3893003,3150.436729,78.89530431,1.17976375,-323.1,0,588.42,45.95,0,...
Dominica,2017,0,0,0,0,0,0,-102.39,8.08,212.29,86.69,0,102.85
Dominica,2018,0,7082370823,0,15173.29228,17.8483,0.9891911191898150.989191119189815,-263.63,7.81,191.32,90.01,0,103.87
Dominica,2019,0,71428,0,7936.304818,8.558658,1.504623539,-214.85,7.54,155.17,89.33,0,105.43
Dominica,2020,0,71995,0,6566.364208,10.42841,-0.727116413,-207.96,6.9,165.82,118.23,0,104.67
Dominica,2021,0,72412,0,6964.783282,0,0.517172122,-184.43,6.3,190.84,108.62,0,...
Dominican Rep.,2017,0,0,0,0,0,0,"-2,049.90",13.91,"6,849.18",0,0,125.35
Dominican Rep.,2018,0,0,0,0,0,0,"-4,062.70",12.53,"7,694.11",0,0,129.82
Dominican Rep.,2019,0,0,0,0,0,0,"-4,016.80",12.49,"8,843.08",0,0,132.17
Dominican Rep.,2020,0,0,0,0,0,0,"-5,412.50",10.98,"10,810.21",0,0,137.17
Dominican Rep.,2021,0,0,0,0,0,0,"-8,032.30",9.61,"13,091.34",0,0,148.48
Dominican Republic,2017,0,0,0,0,0,0,0,0,0,36.05,0,0
Dominican Republic,2018,14.88099957,10765531,0,7894.955017,0,3.56443426,0,0,0,36.82,0,0
Dominican Republic,2019,15.57800007,10881882,0,8205.142409,0,1.81060377,0,0,0,39.6,0,0
Dominican Republic,2020,14.80700016,10999664,0,7571.782652,0,3.781031799,0,0,0,55.93,0,0
Dominican Republic,2021,16.90600014,11117873,0,8410.605656,0,8.24300348,0,0,0,50.02,0,0
Eastern Caribbean Currency Union (ECCU),2017,0,0,0,0,0,0,-257.83,8.66,"1,773.25",0,0,0
Eastern Caribbean Currency Union (ECCU),2018,0,0,0,0,0,0,-615.88,8.35,"1,749.57",0,0,0
Eastern Caribbean Currency Union (ECCU),2019,0,0,0,0,0,0,-270.2,8.06,"1,717.78",0,0,0
Eastern Caribbean Currency Union (ECCU),2020,0,0,0,0,0,0,"-1,093.17",7.4,"1,765.88",0,0,0
Eastern Caribbean Currency Union (ECCU),2021,0,0,0,0,0,0,-975.93,6.98,"2,068.39",0,0,0
Ecuador,2017,0,0,0,0,0,0,-493.3,0,"1,678.19",41.31,0,124.09
Ecuador,2018,15.92800045,1.70157E+15,0,11952.49069,388085.2188,-0.448206492,-890.01,0,"1,896.10",42.96,-0.448206492,123.81
Ecuador,2019,8.729999542,17343740,0,5863.910566,194146.8281,0.266012515,229.95,0,"1,865.09",49.84,0.266012515,124.14
Ecuador,2020,11.07900047,17588595,0,5331.976611,0,-0.338872393,"2,523.29",0,"5,235.59",no data,-0.338872393,123.72
Ecuador,2021,9.145999908,17797737,0,5492.489271,0,0.133251386,757.68,0,"6,082.56",no data,0.133251386,123.89
Egypt,2017,0,0,0,0,0,0,"-27,349.40",18.18,"33,213.92",no data,0,231.09
Egypt,2018,78.96899986,1.03741E+26,-28.67610987,10904.50281,106.7119301,14.401465780742114.401465780742114.4014657807421,"-24,708.59",18.32,"38,609.41",no data,43.20439734,264.38
Egypt,2019,41.41400146,1.05619E+17,-15.89651078,7537.255023,64.88827178,9.152799593248129.15279959324812,"-25,428.19",16.12,"40,685.37",no data,18.30559919,288.57
Egypt,2020,36.84600067,1.07465E+17,-13.95419642,7672.182307,64.8424964,5.044932889775335.04493288977533,"-32,380.69",11.37,"34,094.95",no data,10.08986578,303.13
Egypt,2021,35.63399887,1.09262E+17,-14.49173632,7797.033164,62.4138944,5.214049405130435.21404940513043,"-35,699.51",9.43,"35,089.75",no data,10.42809881,318.94
El Salvador,2017,0,0,0,0,0,0,"-4,111.47",0,"3,510.08",48.75,0,109.95
El Salvador,2018,0,0,0,0,0,0,"-4,758.31",0,"3,512.28",48.23,0,111.14
El Salvador,2019,0,0,0,0,0,0,"-4,411.89",0,"4,378.65",48.49,0,111.23
El Salvador,2020,0,0,0,0,0,0,"-4,468.71",0,"2,999.44",63.37,0,110.82
El Salvador,2021,0,0,0,0,0,0,"-7,263.00",0,"3,345.77",58.99,0,114.66
Emerging and Developing Asia,2017,0,0,0,0,0,0,0,0,"4,173,431.87",0,0,0
Emerging and Developing Asia,2018,0,0,0,0,0,0,0,0,"4,087,725.05",0,0,0
Emerging and Developing Asia,2019,0,0,0,0,0,0,0,0,"4,247,636.29",0,0,0
Emerging and Developing Asia,2020,0,0,0,0,0,0,0,0,"4,568,645.96",0,0,0
Emerging and Developing Asia,2021,0,0,0,0,0,0,0,0,"4,705,236.78",0,0,0
Emerging and Developing Countries,2017,0,0,0,0,0,0,0,0,"6,975,810.15",0,0,0
Emerging and Developing Countries,2018,0,0,0,0,0,0,0,0,"6,940,761.43",0,0,0
Emerging and Developing Countries,2019,0,0,0,0,0,0,0,0,"7,176,406.23",0,0,0
Emerging and Developing Countries,2020,0,0,0,0,0,0,0,0,"7,487,066.88",0,0,0
Emerging and Developing Countries,2021,0,0,0,0,0,0,0,0,"7,795,699.89",0,0,0
Emerging and Developing Europe,2017,0,0,0,0,0,0,0,0,"695,094.28",0,0,0
Emerging and Developing Europe,2018,0,0,0,0,0,0,0,0,"716,732.03",0,0,0
Emerging and Developing Europe,2019,0,0,0,0,0,0,0,0,"796,975.97",0,0,0
Emerging and Developing Europe,2020,0,0,0,0,0,0,0,0,"838,276.72",0,0,0
Emerging and Developing Europe,2021,0,0,0,0,0,0,0,0,"918,433.05",0,0,0
Equatorial Guinea,2017,0,0,0,0,0,0,0,0,45.5,36.24,0,121.19
Equatorial Guinea,2018,31.62199974,0,0,14159.301,24.37571381,1.349884387516761.34988438751676,0,0,48.93,41.21,2.699768775,122.83
Equatorial Guinea,2019,31.87800026,0,0,12944.14172,28.00368606,1.238698602051091.23869860205109,0,0,40.82,43.19,2.477397204,124.35
Equatorial Guinea,2020,36.23400116,0,0,12061.03514,32.56444912,4.769704980982984.76970498098298,0,0,60.83,48.38,9.539409962,130.28
Equatorial Guinea,2021,0,0,0,0,0,0,0,0,44.27,42.8,0,...
Eritrea,2017,0,0,0,0,0,0,0,0,143.41,202.54,0,0
Eritrea,2018,19.64800072,3.44537E+13,0,23.44560113,0,0,0,0,163.03,185.61,225.2817444,0
Eritrea,2019,19.61000061,3.49882E+13,0,5.058844989,0,0,0,0,191.69,187.09,199.56726,0
Eritrea,2020,24.52799988,3.55587E+13,0,-3.811481994,0,0,0,0,...,179.66,248.9464565,0
Eritrea,2021,22.61000061,3.62031E+13,0,2.646711847,0,0,0,0,...,176.25,300.1673639,0
Estonia,2017,0,0,0,0,0,0,"1,098.51",0,334.66,10,0,115.46
Estonia,2018,18.9,1.671.671.67,0,58834.83298,864921.5522,3.485526077974863.485526077974863.48552607797486,842.26,0,744.75,9.32,10.32388664,119.42
Estonia,2019,8.6,1.661.66,0,40539.15027,590427.6934,2.701694568291452.70169456829145,"1,249.41",0,"1,414.26",9.78,5.479452055,122.14
Estonia,2020,10.2,1.581.58,0,40236.21015,562832.857,1.626442981277071.62644298127707,-43.91,0,"1,981.76",18.4,3.238095238,121.6
Estonia,2021,14.2,0,0,43414.4815,537900.471,0.2238679798135920.223867979813592,-178,0,"2,356.92",17.69,0.468603561,127.26
Eswatini,2017,0,0,0,0,0,0,-32.81,10.75,563.12,27.99,0,155.13
Eswatini,2018,0,0,0,0,0,0,-167.57,10.31,440.69,34.3,0,162.6
Eswatini,2019,0,0,0,0,0,0,123.9,10.13,440.31,39.61,0,166.82
Eswatini,2020,0,0,0,0,0,0,121.63,7.96,545.56,42.11,0,...
Eswatini,2021,0,0,0,0,0,0,-41.64,7.25,572.28,45.82,0,...
Ethiopia,2017,0,0,0,0,0,0,"-12,672.57",0,"3,035.20",0,0,244.65
Ethiopia,2018,9.798000336,1.11129E+17,0,12.01318833,12.01318833,13.833035658666113.8330356586661,"-12,304.55",0,"3,977.21",0,280.8754607,278.49
Ethiopia,2019,5.201000214,114120594,0,7.319932778,7.319932778,15.80963217,"-11,639.03",0,"2,980.52",0,154.8338459,322.52
Ethiopia,2020,6.646999836,117190911,0,4.386996503,4.386996503,20.35634686,"-9,455.07",0,"3,046.11",0,151.2852789,388.17
Ethiopia,2021,6.135000229,120283026,0,3.572166512,3.572166512,26.83952216,"-11,363.40",0,...,0,140.7639994,492.36
Euro Area,2017,0,0,0,0,0,0,"494,117.39",0,"353,249.05",0,0,0
Euro Area,2018,0,0,0,0,0,0,"475,647.58",0,"378,390.93",0,0,0
Euro Area,2019,0,0,0,0,0,0,"383,300.78",0,"386,571.31",0,0,0
Euro Area,2020,0,0,0,0,0,0,"377,584.01",0,"422,889.19",0,0,0
Euro Area,2021,0,0,0,0,0,0,"454,217.12",0,"565,771.85",0,0,0
European Central Bank,2017,0,0,0,0,0,0,0,0,"53,342.38",0,0,0
European Central Bank,2018,0,0,0,0,0,0,0,0,"57,764.13",0,0,0
European Central Bank,2019,0,0,0,0,0,0,0,0,"57,569.13",0,0,0
European Central Bank,2020,0,0,0,0,0,0,0,0,"56,422.32",0,0,0
European Central Bank,2021,0,0,0,0,0,0,0,0,"58,654.73",0,0,0
Faroe Islands,2018,0,82.54390244,0,62576.98993,62576.98993,0,0,0,0,0,0,0
Faroe Islands,2019,0,82.79268293,0,63383.19615,63383.19615,0,0,0,0,0,0,0
Faroe Islands,2020,0,83.09268293,0,61980.29002,61980.29002,0,0,0,0,0,0,0
Fiji,2017,0,0,0,0,0,0,-265.09,5.74,"1,115.07",42.22,0,124.89
Fiji,2018,45.43500137,9.18997E+17,0,17126.97786,0,4.081476376445384.081476376445384.08147637644538,-432.66,5.68,946.37,44.81,14.54711802,129.99
Fiji,2019,30.90999985,9.18466E+11,0,11358.10145,0,1.77310182460271.7731018246027,-569.7,6.03,"1,041.78",48.43,-1.745200698,132.3
