country,date,Fiscal Balance,GDP per capita,GDP,Unemployment Rate,Inflation,Population,CPI
Burkina Faso,2019-01-01,,2.7350744438027,2.7350744438027,7.81099987030029,-3.23338933983321,.,-3.23338933983321
Burkina Faso,2020-01-01,,-0.95050255220441,-0.95050255220441,8.60700035095215,1.88443993781985,.,1.88443993781985
Burkina Faso,2021-01-01,,3.89515829120183,3.89515829120183,8.50399971008301,3.65353287214207,46.0400009155273,3.65353287214207
Bangladesh,2018-01-01,,1460.30501692162,708383.0,12.2930002212524,5.5436213948647,73.9122009277344,5.5417771316
Bangladesh,2019-01-01,,1557.96529123717,766135.3125,12.3660001754761,5.59199639930633,74.6844635009766,5.5181913945
Bangladesh,2020-01-01,,1593.3483212523,,14.3830003738403,5.6910747474621,74.9088973999023,6.020580556
Bangladesh,2021-01-01,,1684.43438995348,,13.7720003128052,5.54565430773474,,5.6424742865
Bulgaria,2018-01-01,,7859.6921556743,66363537115.2686,12.6850004196167,2.81454473824833,74.9634146341464,2.81454473824833
Bulgaria,2019-01-01,,8234.83966944834,68915875214.6537,8.89700031280518,3.10372944796774,75.1121951219512,3.10372944796774
Bulgaria,2020-01-01,,7956.46908962689,70240275010.1964,14.2049999237061,1.67244096855762,73.6073170731707,1.67244096855762
Bulgaria,2021-01-01,,8633.98229147066,84056312734.3089,15.8470001220703,3.29774435299511,,3.29774435299511
Bahrain,2018-01-01,,25415.8466249472,37802005319.1489,5.86700010299683,2.08766938046983,1487340,2.08766938046983
Bahrain,2019-01-01,,25869.1129129041,38653318085.1064,5.99100017547607,1.00582004702132,1494188,1.00582004702132
Bahrain,2020-01-01,,23501.9194628168,34723357446.8085,7.77400016784668,-2.31770629331374,1477469,-2.31770629331374
Bahrain,2021-01-01,,26562.9691354026,38868663031.9149,7.15000009536743,-0.606319385140896,1463265,-0.606319385140896
Bahamas,2018-01-01,,30705.6019729505,12755800000.0,24.25,2.26586346678726,,
Bahamas,2019-01-01,,31082.8060960243,13192800000.0,24.4340000152588,2.49123527368055,,
Bahamas,2020-01-01,,23566.5753253459,9699500000.0,29.8980007171631,0.0385210980053727,,
Bahamas,2021-01-01,,26705.5660079272,11208600000.0,27.2099990844727,2.90491262928479,,
Bosnia and Herzegovina,2018-01-01,,5263.84826619226,11.21151,39.4529991149902,1.41710814018026,77.093,
Bosnia and Herzegovina,2019-01-01,,5476.35576227301,11.19274,34.1020011901855,0.562782154061303,77.241,
Bosnia and Herzegovina,2020-01-01,,5373.16875734591,9.153822,36.8919982910156,-1.05129600763481,76.225,
Bosnia and Herzegovina,2021-01-01,,5862.45830047874,,35.3320007324219,1.98163900587616,,
Belarus,2018-01-01,,6165.90933024502,6165.90933024502,10.66100025177,4.87230220550689,9438785,
Belarus,2019-01-01,,6264.86096486176,6264.86096486176,10.2119998931885,5.59815595039851,9419758,
Belarus,2020-01-01,,6247.43190947199,6247.43190947199,12.0310001373291,5.54814357456511,9379952,
Belarus,2021-01-01,,6418.23763437028,6418.23763437028,10.4469995498657,9.46028389623105,9340314,
Belize,2018-01-01,,6059.16255306675,2315000000.0,18.0550003051758,0.269982622646432,2.345,
Belize,2019-01-01,,6210.56554311929,2416500000.0,20.423999786377,0.187069385181357,2.106,
Belize,2020-01-01,,5266.87616004213,2080000000.0,24.0,0.12143464461496,1.999,
Belize,2021-01-01,,6228.26730928353,2491500000.0,22.738000869751,3.23563659237067,,
